Date,Product_ID,Warehouse_ID,Stock_On_Hand,Safety_Stock
2022-03-07,1770,7,192,58
2022-10-23,1046,9,437,84
2023-01-06,714,6,380,96
2021-05-07,68,4,336,34
2021-01-29,1672,4,187,83
2023-05-10,743,9,245,50
2020-12-21,1082,1,333,95
2021-11-06,1551,6,30,36
2019-03-09,1288,4,44,45
2019-05-13,1706,3,201,96
2023-09-20,1447,1,229,72
2021-07-07,1022,5,224,60
2020-03-05,1523,4,324,64
2019-11-04,291,10,79,45
2020-10-11,169,4,19,70
2022-04-12,1584,8,431,57
2020-02-16,1486,2,405,69
2019-04-07,1632,10,423,61
2023-09-03,1863,10,464,61
2022-03-23,556,4,177,51
2023-09-15,353,1,433,28
2022-06-19,1264,2,264,99
2022-08-20,1827,10,101,24
2022-08-01,283,10,489,57
2021-11-16,1473,3,200,28
2022-11-26,1606,1,334,89
2022-10-15,1789,2,179,98
2021-12-19,1090,7,301,88
2019-07-21,1351,10,77,60
2021-01-31,456,10,456,93
2021-05-23,959,6,136,99
2020-08-03,1005,2,416,46
2020-01-05,477,1,56,59
2020-06-16,1872,10,244,72
2022-03-21,285,9,254,42
2022-01-30,31,1,158,94
2021-06-17,448,10,457,23
2020-08-29,214,5,457,87
2023-01-09,1717,9,250,99
2021-05-22,1738,9,294,47
2022-06-06,1604,6,452,48
2022-02-22,1049,3,209,77
2021-02-08,1784,2,180,36
2021-04-13,1397,3,352,89
2021-09-25,397,1,368,37
2021-07-26,337,3,337,32
2019-08-24,936,2,115,83
2019-06-11,968,8,441,79
2020-07-07,855,10,331,80
2021-02-26,903,7,472,54
2022-10-08,672,1,319,74
2021-12-27,1304,1,373,54
2022-04-11,769,5,26,61
2023-07-19,623,4,104,30
2023-09-02,559,8,244,95
2020-07-12,1715,8,264,73
2019-09-18,548,3,176,57
2019-08-05,923,5,191,51
2022-02-21,1222,7,204,97
2021-03-15,554,8,62,44
2022-03-31,479,3,112,78
2019-07-20,844,8,405,89
2023-01-17,1626,10,1,76
2020-02-06,1881,9,166,60
2023-01-25,1604,3,440,23
2019-10-02,70,2,367,26
2019-07-25,505,2,206,38
2021-11-29,110,5,150,50
2022-07-20,1406,10,317,39
2023-09-20,397,1,268,40
2021-05-16,1433,6,376,44
2019-04-03,351,7,108,31
2021-12-01,1558,5,302,36
2023-01-28,1525,8,147,20
2020-01-14,995,6,12,98
2022-02-04,789,1,182,84
2022-09-13,1935,9,154,82
2019-03-06,1731,5,105,44
2019-12-31,421,5,464,90
2021-03-31,1581,1,414,53
2023-02-16,922,5,345,63
2023-07-29,111,3,21,89
2021-11-13,209,10,488,20
2020-06-23,1766,3,31,98
2021-12-21,1463,10,319,96
2020-05-05,1202,8,21,40
2022-07-20,931,9,189,96
2019-08-17,1786,6,475,59
2021-11-09,425,3,489,36
2019-01-03,328,8,46,36
2022-12-15,1908,3,0,95
2023-10-20,11,7,451,53
2021-06-29,1276,2,463,58
2019-11-03,856,6,170,94
2020-03-07,1259,8,342,33
2019-05-16,1672,3,37,98
2020-05-29,254,9,424,23
2019-07-12,1590,9,495,52
2023-05-28,1502,3,483,44
2022-12-09,129,3,397,60
2021-05-22,1762,5,234,51
2022-02-15,1556,9,362,20
2020-10-27,100,1,2,82
2019-07-28,290,1,320,72
2021-08-09,1593,1,299,26
2021-11-23,1250,4,271,62
2020-10-10,1677,7,135,56
2022-09-03,1149,2,448,89
2019-04-30,1462,3,84,34
2020-09-18,1845,4,317,53
2020-06-08,1588,1,257,82
2023-05-24,646,2,75,84
2021-02-07,1828,2,205,91
2022-01-17,665,6,85,54
2020-05-26,1371,4,311,95
2019-02-16,698,7,211,65
2021-02-10,1775,8,400,43
2021-01-09,183,2,188,20
2023-09-12,351,2,262,96
2020-06-05,1539,5,340,98
2022-07-31,1820,4,289,53
2022-11-01,1402,10,315,56
2023-07-20,708,2,21,32
2019-05-14,1489,9,405,35
2023-08-18,678,9,404,55
2019-09-05,802,10,383,89
2023-08-03,340,4,12,95
2022-09-03,1165,2,236,73
2020-03-11,111,3,197,63
2022-04-14,261,8,472,57
2020-11-16,1920,8,126,66
2020-08-08,1212,7,43,68
2019-12-17,1880,4,414,55
2019-05-23,371,1,280,83
2021-08-24,1382,10,351,82
2021-03-14,1297,9,54,43
2022-11-22,1721,7,28,87
2023-07-06,1823,1,239,30
2020-12-18,604,5,290,65
2020-10-04,449,3,331,22
2022-10-24,1730,2,79,26
2020-05-15,1441,3,328,73
2023-07-04,1896,6,204,30
2020-01-05,861,7,75,84
2023-05-22,1412,10,345,60
2022-11-06,1362,9,398,74
2022-01-14,1335,10,323,78
2021-02-25,1944,7,304,45
2021-01-08,1952,1,201,73
2023-01-23,1353,7,431,33
2021-08-07,1071,1,43,66
2022-09-10,656,8,37,35
2020-06-05,149,2,111,31
2020-05-03,350,2,267,78
2020-02-01,323,1,315,51
2021-06-14,865,9,213,29
2019-12-21,1951,8,421,74
2021-08-04,1144,9,191,92
2019-10-15,1005,8,349,38
2023-01-22,398,4,14,58
2023-07-06,646,9,291,28
2021-09-24,1221,8,68,36
2020-06-19,413,1,240,27
2022-08-07,1463,10,451,74
2021-04-30,37,5,89,96
2021-04-17,187,9,170,60
2019-06-17,420,8,274,27
2021-08-07,725,1,77,32
2020-09-12,1484,6,346,96
2020-03-03,1134,6,119,74
2023-09-22,187,2,165,39
2020-05-04,471,2,281,88
2019-12-21,1102,1,105,44
2019-07-15,1984,6,214,35
2020-06-28,1963,9,361,62
2020-12-17,1398,8,497,78
2021-04-03,810,5,432,92
2021-07-20,330,8,316,54
2023-09-14,1149,2,321,29
2021-09-29,1340,6,204,38
2020-10-20,958,2,139,32
2021-07-27,320,8,228,88
2021-02-18,475,2,359,53
2019-01-11,1513,5,291,62
2023-05-25,826,7,450,86
2022-07-03,514,7,323,29
2020-01-31,334,4,414,51
2020-12-31,1095,8,296,90
2020-02-13,465,7,155,32
2019-12-28,1400,10,487,57
2022-07-06,724,5,202,30
2021-10-23,8,4,430,34
2019-03-25,1720,2,439,27
2019-06-05,164,2,234,68
2023-08-14,1989,4,463,85
2022-04-14,781,8,229,49
2020-12-07,1319,6,284,63
2020-04-16,358,9,14,73
2020-09-10,81,2,340,50
2022-12-18,774,7,141,43
2019-05-14,1299,1,143,58
2021-02-26,921,2,474,53
2021-06-25,899,9,283,80
2021-05-13,1641,8,205,23
2022-11-04,1845,9,35,69
2020-10-28,1564,7,393,72
2019-10-04,922,10,174,47
2022-06-13,1071,9,181,57
2023-11-11,1416,4,392,23
2021-05-31,825,3,219,35
2019-01-13,1591,4,269,61
2019-12-08,1018,5,381,62
2019-02-04,1103,10,447,83
2020-07-12,1537,4,82,50
2022-05-22,680,4,56,98
2022-12-06,1047,7,76,28
2020-02-09,1252,4,378,87
2023-02-26,438,4,439,53
2020-10-19,1322,9,178,30
2019-06-08,2000,9,438,54
2021-08-13,946,5,356,47
2023-07-19,1284,9,294,30
2022-02-07,776,2,307,57
2020-07-02,676,5,318,34
2023-12-18,10,7,316,80
2023-03-30,1652,8,322,27
2021-09-11,158,5,326,84
2022-10-02,868,9,27,43
2023-11-03,784,3,13,69
2023-07-18,1182,8,245,29
2019-10-06,320,9,164,36
2020-04-23,1900,7,111,97
2019-04-21,1226,5,179,20
2023-07-18,121,9,21,30
2020-03-06,139,8,222,60
2020-06-25,674,8,256,22
2022-02-12,1744,6,238,36
2022-01-18,1591,2,203,83
2022-05-20,1363,4,471,94
2023-04-23,1284,1,221,52
2023-06-07,1457,10,53,51
2023-04-12,44,5,173,44
2023-10-19,1183,10,111,66
2019-12-26,816,1,474,62
2023-02-18,1379,6,463,76
2020-01-07,98,10,84,59
2022-05-23,1562,8,247,87
2023-10-23,1895,10,67,94
2021-11-04,1734,1,126,60
2021-08-12,1633,6,193,59
2019-09-16,239,4,468,95
2021-02-16,475,9,134,56
2023-01-26,524,8,100,93
2019-04-30,557,4,70,34
2021-09-02,1416,2,65,77
2021-07-01,9,6,203,77
2022-02-25,1537,3,384,30
2020-12-23,1413,1,130,27
2020-06-06,1863,7,0,50
2023-09-08,1234,4,34,34
2023-07-27,1078,9,271,98
2019-11-21,616,10,498,83
2022-09-05,152,10,135,50
2023-03-10,410,3,148,26
2023-03-30,10,10,498,98
2021-12-09,957,10,260,96
2023-05-27,552,10,311,93
2019-03-10,556,1,286,38
2020-01-26,880,2,250,68
2020-01-18,268,4,89,34
2019-01-16,1014,7,256,22
2023-01-02,1814,8,214,37
2021-04-25,667,4,396,41
2021-05-18,451,3,31,93
2020-07-21,594,10,452,64
2023-06-29,1221,9,83,40
2019-05-12,398,8,306,53
2023-05-03,921,6,91,93
2022-06-25,1076,9,390,47
2019-09-30,1759,8,379,73
2023-07-05,1493,7,57,29
2022-10-04,1392,6,460,51
2020-04-28,1398,10,287,97
2020-07-03,1083,3,493,51
2019-12-23,294,6,17,71
2023-11-11,788,4,173,49
2022-09-03,1870,5,364,75
2023-07-15,1812,7,7,91
2021-12-07,952,7,220,38
2021-10-30,869,9,339,41
2019-08-21,110,9,281,47
2019-02-05,1566,6,17,60
2020-02-17,107,6,301,62
2023-01-25,1013,2,380,88
2021-10-24,297,8,129,92
2019-02-13,1876,3,490,91
2020-07-21,839,1,430,78
2023-04-27,1855,4,489,75
2022-07-02,1989,5,48,59
2021-01-09,1119,3,441,96
2019-04-24,1821,7,343,89
2023-11-08,1743,5,234,35
2020-02-01,985,10,263,37
2022-04-12,845,5,277,61
2022-07-02,1708,6,97,21
2020-04-10,1496,6,479,83
2022-07-24,79,9,98,30
2023-01-27,1274,3,408,74
2021-04-26,730,8,198,21
2020-05-16,339,7,77,21
2020-03-16,57,9,427,76
2019-03-10,920,5,156,37
2023-03-13,147,7,484,35
2019-11-22,746,8,484,46
2023-11-01,1041,9,6,36
2019-03-08,368,8,480,73
2019-10-31,709,2,383,36
2021-08-29,1213,6,464,25
2020-04-28,1668,4,210,32
2021-07-17,248,4,280,25
2023-04-21,150,9,7,38
2022-12-11,714,7,459,80
2022-03-28,1237,6,386,30
2019-05-29,217,2,286,26
2021-11-16,1030,1,235,25
2021-09-13,670,10,455,34
2020-08-06,861,4,67,57
2019-09-05,1611,9,287,60
2022-01-29,1419,4,134,75
2020-12-02,1787,2,141,37
2019-04-06,304,8,417,54
2022-11-08,1582,6,196,64
2019-10-09,1435,1,11,48
2019-11-18,403,4,36,88
2022-11-20,1878,10,282,51
2022-07-25,860,5,84,24
2020-06-12,1851,1,376,63
2019-09-20,380,2,76,69
2023-07-01,452,9,88,40
2020-08-02,1253,1,33,41
2023-07-22,694,8,297,80
2022-08-09,1529,9,319,58
2019-10-21,1619,2,235,24
2023-06-20,145,2,47,52
2020-01-30,50,7,16,90
2020-05-27,1448,10,148,43
2021-07-09,1124,9,270,58
2021-03-20,343,10,25,91
2022-04-18,882,9,416,34
2021-07-08,1756,3,98,89
2020-11-23,1675,7,345,24
2019-08-23,890,6,139,67
2021-08-09,1550,8,21,39
2022-09-22,1037,8,457,95
2021-10-28,1880,8,456,40
2023-01-06,762,8,227,31
2020-06-22,848,10,353,85
2021-03-30,924,6,212,49
2023-08-09,1196,9,352,26
2022-01-19,1513,5,73,77
2019-09-29,1855,4,428,37
2021-10-25,1383,7,390,79
2023-06-06,1130,3,250,37
2022-05-27,189,8,190,67
2022-02-15,1553,8,27,53
2020-08-15,1074,5,465,91
2021-09-02,1273,10,462,25
2023-05-25,410,8,295,64
2019-04-25,1415,3,93,79
2019-09-20,1403,3,472,90
2022-08-22,227,4,444,43
2023-08-05,1615,9,305,88
2022-12-16,1808,5,369,36
2019-07-26,213,6,364,81
2023-07-05,1553,4,93,52
2019-10-30,1005,9,463,81
2019-04-22,1370,4,265,25
2022-12-11,419,3,280,22
2023-04-28,1787,2,395,93
2022-08-01,1876,3,487,73
2023-07-22,1108,1,374,30
2019-07-04,919,8,0,65
2023-10-31,1221,1,72,23
2021-06-19,777,6,211,26
2019-08-09,1554,2,293,45
2023-01-07,221,3,81,54
2022-02-14,1867,9,220,47
2021-12-29,1771,9,164,60
2021-06-16,176,6,442,69
2021-12-29,584,7,368,58
2020-09-13,1627,5,395,99
2020-03-02,1346,7,420,29
2020-10-05,535,6,95,90
2020-07-21,725,5,11,26
2020-03-18,1418,3,55,44
2020-08-23,1830,2,356,88
2022-03-06,1664,5,422,49
2020-05-18,1595,8,203,30
2019-05-11,324,5,439,90
2019-08-06,85,3,480,58
2020-11-18,1020,10,311,45
2019-06-20,1765,3,106,76
2023-02-07,887,5,415,74
2020-09-03,1451,9,32,41
2021-09-18,1292,8,407,31
2022-02-26,112,7,158,83
2019-02-26,628,5,189,85
2022-04-19,949,9,494,79
2019-09-03,750,2,477,81
2019-05-24,1422,6,473,71
2021-12-10,52,7,1,81
2020-01-03,84,7,51,95
2023-01-22,1647,4,80,84
2019-08-06,712,2,128,34
2020-09-07,731,1,307,59
2023-05-10,741,1,350,26
2022-07-04,829,3,379,74
2022-03-25,425,7,92,56
2023-05-08,1045,5,458,52
2020-03-17,1712,7,492,48
2021-04-20,56,9,131,38
2021-08-13,1315,8,355,88
2020-11-29,812,1,7,33
2021-05-25,807,4,355,28
2023-08-13,1009,5,430,24
2021-02-14,655,7,148,54
2021-01-31,1007,8,330,47
2021-08-02,908,8,395,64
2021-07-11,1397,4,217,21
2021-07-23,1762,7,346,25
2023-10-13,8,2,289,50
2019-01-25,124,9,201,51
2021-03-16,1782,6,249,94
2023-08-15,1125,4,456,78
2023-04-09,990,6,358,33
2021-02-02,835,7,332,93
2021-12-19,1886,10,203,78
2023-01-30,1117,8,80,20
2020-03-09,1409,4,67,74
2021-05-28,766,9,63,50
2021-12-25,1104,6,102,78
2021-06-28,1322,1,27,27
2020-07-18,31,3,296,85
2019-04-16,378,1,83,31
2019-04-06,330,6,454,50
2023-09-08,1950,6,71,76
2023-04-24,1323,7,482,27
2019-06-17,282,1,476,38
2019-02-11,1036,1,302,72
2019-04-14,639,5,270,30
2022-05-12,872,5,350,76
2020-06-03,699,1,203,88
2019-10-09,69,7,148,78
2021-12-02,841,7,47,47
2021-08-04,1547,6,463,21
2022-02-07,1839,7,166,30
2022-05-18,23,6,287,83
2021-01-18,337,10,5,37
2021-04-10,427,2,343,66
2019-02-18,845,5,351,72
2019-04-25,209,7,401,24
2022-03-24,215,2,183,38
2023-07-31,635,5,363,24
2020-05-17,423,3,457,59
2023-08-30,73,9,220,95
2023-10-01,1746,10,8,67
2021-09-12,823,1,396,42
2019-03-12,786,7,242,74
2021-10-08,1630,10,26,53
2023-03-23,938,4,100,77
2023-10-02,1772,5,135,96
2022-09-21,1690,1,180,49
2019-03-08,1298,5,65,80
2023-02-25,1749,8,233,75
2023-08-01,1664,6,3,24
2023-11-13,1257,2,457,23
2021-08-24,1065,2,269,88
2022-05-21,1962,9,24,58
2019-06-30,289,1,168,98
2023-11-25,555,2,461,92
2020-09-04,1294,8,201,69
2023-06-11,439,6,199,91
2020-11-27,1338,3,133,93
2020-08-25,1534,3,260,41
2019-09-05,1418,9,404,43
2022-05-22,28,2,176,92
2019-12-25,270,10,406,41
2019-09-06,1491,5,36,53
2020-09-29,1946,7,82,67
2021-08-07,74,6,308,95
2023-03-20,1681,1,176,23
2022-01-16,674,10,211,76
2020-10-24,246,3,126,82
2019-06-25,1806,5,137,49
2020-12-23,410,3,209,84
2020-03-01,498,3,403,97
2023-11-30,1442,5,431,23
2023-06-15,1012,8,266,54
2021-02-09,211,10,78,52
2020-12-03,792,8,95,70
2019-03-22,1247,8,138,31
2021-07-15,360,6,243,87
2019-05-18,582,9,220,97
2022-12-27,1044,5,487,21
2020-04-14,423,10,294,52
2019-12-16,121,7,384,64
2022-02-23,173,1,63,75
2022-08-25,34,4,46,47
2022-06-07,918,1,346,49
2023-01-23,71,10,482,53
2022-09-30,545,2,135,20
2019-11-06,774,6,75,71
2021-11-09,784,1,125,32
2023-05-04,968,9,347,59
2021-09-28,1645,6,303,84
2023-07-29,535,8,466,28
2023-04-14,1682,10,476,89
2023-05-03,14,10,105,91
2023-02-09,1330,8,361,91
2019-09-26,1853,2,465,68
2021-10-23,1572,2,381,44
2021-02-08,271,3,225,45
2019-01-16,1797,8,114,45
2020-08-28,1077,8,402,59
2022-10-13,1518,5,87,53
2023-07-28,1584,2,225,27
2021-03-23,463,4,479,21
2022-03-02,523,4,321,35
2022-08-28,770,7,63,91
2020-04-26,855,4,351,82
2021-06-13,792,10,327,37
2023-04-17,1746,6,108,58
2022-08-21,1348,2,380,61
2019-09-26,1871,2,445,51
2020-02-18,1548,5,436,81
2019-01-25,443,1,200,51
2019-11-12,251,2,406,88
2020-07-24,1859,3,374,41
2020-12-25,160,9,284,46
2023-08-19,36,9,70,20
2021-10-04,1685,7,388,32
2022-07-23,880,5,295,25
2020-01-24,1222,2,159,32
2020-12-22,1474,2,359,97
2020-03-19,1402,8,258,91
2021-09-25,1270,3,9,86
2022-12-21,393,7,445,56
2021-12-16,1228,6,167,95
2020-11-27,44,6,116,27
2021-08-28,315,3,348,39
2023-05-09,408,6,428,81
2020-12-21,895,4,82,42
2020-01-03,1855,1,344,87
2019-12-08,206,8,467,44
2019-10-31,1265,9,238,51
2021-02-02,41,3,485,77
2022-10-29,588,1,173,44
2021-03-26,714,1,329,88
2019-04-22,1387,1,178,29
2021-05-27,898,9,138,83
2021-10-26,95,10,205,50
2021-07-18,540,5,178,23
2020-12-03,1168,3,478,76
2021-04-25,59,10,388,90
2021-08-01,1665,9,106,53
2019-10-06,854,10,411,40
2020-01-17,509,9,466,26
2019-01-13,513,6,32,77
2019-10-30,799,5,129,52
2023-04-29,1046,1,117,61
2023-06-29,738,6,92,72
2019-06-09,1228,5,81,74
2019-06-03,699,9,109,69
2021-01-23,887,7,9,57
2019-06-30,471,3,183,65
2023-03-30,284,5,229,34
2022-04-18,372,6,398,27
2020-01-12,1522,2,213,68
2021-02-14,1356,7,26,72
2022-04-06,1051,9,410,56
2022-05-22,855,10,469,57
2022-03-19,129,9,148,47
2019-01-16,1404,5,414,80
2022-01-19,507,8,188,26
2022-02-17,1899,9,127,91
2019-09-10,1922,6,481,26
2021-12-19,1119,4,453,78
2022-07-13,578,4,268,40
2022-12-03,1201,3,423,44
2019-01-31,473,9,14,86
2021-11-10,1510,10,218,51
2020-12-31,1008,6,379,67
2023-06-05,1299,8,442,74
2019-10-16,668,2,222,94
2023-04-16,1990,4,367,85
2020-05-12,1447,2,425,42
2023-11-05,1555,3,150,64
2023-02-06,1919,2,319,29
2022-11-29,1908,9,365,97
2020-07-01,320,9,98,74
2021-08-18,58,6,309,79
2019-05-12,273,7,7,28
2022-09-09,1222,5,96,22
2021-05-07,1103,10,155,51
2022-03-01,982,1,70,73
2020-06-04,41,4,483,95
2019-01-30,738,4,490,42
2020-09-18,1797,8,396,33
2022-08-17,1269,5,169,55
2019-01-04,1047,3,158,67
2022-09-10,709,1,12,86
2020-05-23,236,1,290,29
2022-06-14,126,5,119,87
2023-04-08,778,8,305,98
2019-01-16,836,9,326,71
2023-04-07,140,10,405,68
2021-09-23,879,10,423,63
2023-05-27,394,2,435,24
2023-01-09,828,5,481,34
2023-03-07,127,4,136,27
2021-08-13,1822,3,415,74
2022-06-07,1138,8,482,39
2022-02-04,1944,2,2,96
2023-10-10,837,2,191,25
2022-11-13,525,5,20,20
2023-10-10,1252,10,381,65
2019-09-20,1545,10,248,61
2023-05-06,146,10,76,89
2021-12-24,1187,1,352,68
2019-09-22,735,7,419,53
2022-09-23,728,9,265,76
2022-08-17,1924,2,227,36
2020-01-13,169,10,401,82
2022-04-13,1562,1,222,80
2021-08-20,1149,9,236,78
2022-03-21,300,2,487,98
2020-04-20,1274,9,256,23
2022-07-13,938,8,414,52
2019-11-25,522,7,409,39
2022-04-01,105,1,463,40
2020-03-13,618,4,37,60
2022-09-28,969,7,182,93
2022-10-22,1537,6,75,63
2023-01-28,1718,1,495,51
2023-11-09,1936,7,426,83
2022-05-07,506,2,42,56
2023-03-04,302,8,50,80
2019-01-16,653,2,92,45
2022-08-12,1254,4,443,41
2021-05-17,64,6,313,59
2020-05-25,590,8,59,78
2023-12-17,232,3,203,69
2021-09-10,1623,6,4,96
2022-06-16,1207,6,41,92
2020-08-03,319,1,257,58
2022-08-17,1682,6,443,35
2019-01-06,829,1,395,93
2022-05-28,92,9,397,29
2021-10-15,1659,4,46,64
2023-11-25,1812,5,53,53
2023-01-16,961,1,477,82
2022-12-27,64,1,34,87
2021-03-17,844,9,46,30
2022-11-10,219,6,379,44
2020-09-10,704,10,16,88
2022-08-11,619,10,386,50
2022-02-15,1933,6,72,76
2020-02-09,247,5,443,72
2023-08-31,964,6,454,85
2021-09-23,1497,8,319,75
2023-11-22,1990,7,339,85
2020-08-16,1014,7,444,41
2020-07-19,57,9,331,72
2021-01-21,1069,9,6,76
2019-01-12,1912,9,476,52
2022-05-17,1110,1,373,24
2019-06-14,1062,6,317,32
2021-05-27,182,5,412,36
2022-08-10,164,8,121,62
2023-03-23,757,10,380,31
2019-03-19,1859,8,17,90
2022-12-28,1913,8,257,75
2023-05-20,126,5,175,88
2020-09-05,1231,10,10,48
2021-05-18,267,10,281,44
2021-03-22,354,1,125,30
2023-12-28,1435,4,474,60
2023-09-03,1623,7,146,30
2022-01-05,1681,2,442,57
2021-12-07,1146,7,229,81
2021-02-05,1532,5,83,98
2019-03-23,610,6,343,43
2023-10-11,469,6,486,63
2019-07-28,801,5,396,38
2023-01-08,133,10,5,56
2023-06-08,1403,7,39,24
2020-06-05,1012,4,164,23
2021-11-18,849,1,120,20
2022-08-20,1020,9,64,36
2021-09-20,318,7,307,62
2020-04-09,1601,9,257,69
2023-03-06,711,9,229,49
2023-01-09,1149,7,40,83
2020-09-19,451,2,317,55
2023-02-22,1882,2,29,20
2021-02-19,1744,4,87,88
2022-12-22,1232,9,232,48
2020-07-12,1324,7,293,85
2022-10-14,1513,9,218,55
2021-08-17,633,4,285,81
2019-04-01,142,9,125,39
2021-12-12,1004,7,136,73
2023-10-20,1498,8,100,32
2021-05-09,859,1,271,66
2023-06-01,569,9,418,94
2022-05-12,304,8,347,47
2020-07-09,657,1,331,74
2019-06-05,1580,8,331,62
2019-01-02,644,5,50,63
2022-10-12,593,3,8,40
2021-04-04,1889,8,412,72
2023-05-12,30,3,370,66
2021-03-12,1401,8,178,44
2021-09-09,1365,5,212,60
2021-12-17,1233,8,144,50
2022-07-01,1995,3,160,32
2022-04-18,1267,10,289,25
2020-05-07,695,6,89,20
2020-10-30,158,6,401,27
2021-11-24,146,4,353,75
2019-03-16,340,5,101,81
2021-08-01,866,7,88,88
2022-08-05,1769,1,435,41
2020-01-06,92,8,434,83
2020-08-09,329,3,225,88
2019-11-25,172,7,123,36
2020-08-12,702,9,49,37
2023-11-26,1055,2,47,64
2021-02-15,621,10,300,73
2019-10-31,272,10,78,58
2020-08-01,1119,7,193,84
2019-08-09,989,1,342,73
2021-09-05,77,5,44,35
2022-04-02,151,7,325,88
2023-02-12,142,5,358,51
2023-01-18,231,5,402,45
2020-01-10,1794,6,289,54
2022-05-28,1932,10,420,72
2023-09-04,954,10,442,62
2022-07-01,128,6,121,60
2023-10-12,860,10,173,43
2019-07-07,1760,2,446,63
2022-04-29,696,10,86,98
2022-11-13,497,10,78,42
2022-05-23,1304,9,129,94
2022-10-30,1829,3,293,64
2022-01-14,1565,1,344,74
2020-04-18,810,1,491,89
2023-06-30,1554,9,327,88
2021-04-23,131,6,59,83
2020-06-14,1485,7,74,33
2021-12-06,269,2,28,49
2021-12-24,618,1,59,23
2021-08-20,1693,2,68,25
2020-04-19,962,3,164,58
2022-03-15,1595,3,83,37
2021-08-03,1628,8,267,70
2023-12-27,1968,4,335,75
2022-11-06,1284,1,340,76
2021-12-25,1075,2,164,78
2020-05-31,1157,9,185,80
2022-01-21,1703,2,54,36
2020-03-01,809,9,369,57
2023-01-31,1029,5,20,95
2022-01-22,648,4,475,56
2023-06-30,738,4,225,36
2019-05-13,502,3,372,50
2022-12-28,1208,2,391,33
2022-09-26,409,8,365,72
2019-11-10,1115,6,350,55
2020-08-13,1460,9,148,24
2022-05-20,820,2,322,59
2023-03-24,903,1,186,89
2021-10-05,189,8,124,88
2019-06-08,1504,8,430,41
2022-07-15,981,5,340,33
2020-10-22,815,2,220,44
2023-06-15,383,10,287,84
2021-01-17,850,5,185,68
2023-02-06,1346,8,112,54
2021-03-11,1467,4,153,71
2020-02-14,490,2,12,48
2023-02-06,1157,3,270,77
2022-10-11,1708,3,1,91
2020-11-10,426,9,240,50
2022-05-01,250,3,160,40
2023-09-19,1085,1,447,25
2022-07-18,1983,7,30,28
2019-04-24,1586,1,64,49
2021-06-15,1020,6,206,37
2023-03-27,1446,10,181,49
2021-12-14,1500,4,102,79
2023-11-29,1247,7,116,74
2019-03-06,1462,7,142,29
2020-11-14,684,7,339,32
2022-07-19,1944,6,179,60
2023-03-06,1408,7,326,21
2023-08-13,319,8,99,24
2022-10-17,1020,3,170,52
2019-05-26,225,5,267,84
2021-07-31,423,10,204,56
2022-05-17,908,9,4,80
2022-08-02,1215,8,490,77
2021-10-30,1895,6,133,31
2021-01-08,1801,9,4,60
2019-07-05,1780,10,317,47
2023-05-17,79,5,428,55
2023-06-09,855,2,38,61
2023-01-27,1004,9,362,73
2022-03-03,365,5,238,73
2021-04-14,22,8,325,57
2021-03-19,548,8,245,90
2019-06-20,330,4,389,88
2019-08-01,1180,4,330,77
2023-04-03,56,1,474,98
2023-03-06,1891,5,15,28
2023-05-15,1272,9,364,67
2023-06-12,925,5,194,37
2019-01-27,261,5,469,31
2021-10-10,1796,6,159,46
2021-12-27,435,6,280,97
2021-02-28,1551,8,337,96
2020-02-12,1502,1,82,55
2023-04-25,1724,5,367,68
2022-02-06,538,9,477,28
2019-03-15,535,3,34,53
2020-07-31,381,7,114,95
2020-11-10,103,7,173,69
2022-07-09,29,10,447,69
2022-10-23,1878,3,309,41
2021-02-24,1507,7,26,24
2021-04-28,1081,3,465,34
2021-05-19,1086,6,12,37
2019-08-25,955,8,363,96
2020-12-27,1072,8,376,34
2022-10-21,1391,6,414,85
2022-08-02,547,2,116,40
2020-01-13,1582,1,450,80
2020-10-22,1569,3,30,23
2021-04-09,327,3,215,67
2021-06-24,1762,7,189,20
2020-01-11,266,4,246,26
2020-09-10,1752,2,292,80
2020-10-14,729,2,149,72
2022-01-04,1200,7,352,54
2021-10-29,1068,8,172,40
2019-07-15,219,5,142,79
2021-03-17,126,2,357,95
2023-12-21,882,3,61,24
2021-06-11,1990,1,105,22
2023-07-12,1403,10,205,78
2022-08-06,319,4,303,95
2021-12-20,1329,7,123,29
2021-07-25,1224,10,14,65
2022-11-13,85,9,284,69
2021-04-26,1065,3,25,81
2021-03-28,723,4,277,78
2023-05-06,1890,6,131,36
2020-07-17,1575,1,288,75
2020-09-25,1387,5,184,63
2020-11-09,1943,10,68,38
2021-10-14,1293,5,27,37
2019-01-08,362,10,126,45
2022-10-24,367,9,496,47
2021-12-04,1205,9,34,68
2019-12-10,1255,1,425,51
2023-11-16,988,3,415,39
2021-03-06,1094,4,348,65
2022-10-30,1849,1,173,77
2023-07-01,588,9,279,35
2021-11-16,963,2,93,95
2022-05-01,1968,5,328,20
2021-04-28,1812,3,382,65
2022-10-12,489,4,175,51
2019-03-03,1258,4,437,33
2021-12-21,1854,2,401,33
2020-02-26,1453,2,266,84
2023-12-23,831,8,149,44
2020-09-24,1672,2,356,61
2021-03-02,666,10,214,32
2020-07-04,1318,7,476,72
2022-11-04,1372,1,120,87
2022-07-24,1123,1,460,79
2020-08-28,876,10,351,87
2022-12-25,361,3,313,60
2022-02-12,1961,3,107,25
2023-09-08,1899,9,201,45
2022-02-18,358,2,170,41
2020-06-08,1154,4,367,48
2021-06-17,1543,3,389,59
