Date,Campaign_ID,Sessions,Page_Views,Bounces
2023-04-29,6,2397,247,301
2023-03-21,3,4435,1915,32
2023-01-03,25,441,2569,30
2020-06-04,1,3688,6473,77
2023-11-30,18,2202,13220,452
2019-06-21,30,271,14952,412
2023-07-05,22,3786,10304,77
2023-01-16,8,1814,14905,229
2021-12-14,22,1552,11151,399
2021-01-03,16,510,9409,92
2021-08-29,28,4698,2701,236
2022-04-06,15,1808,13689,412
2019-06-21,27,1641,6873,375
2021-12-17,7,3687,4688,90
2022-10-04,18,4643,12486,493
2023-03-19,9,884,6545,217
2022-10-01,30,2299,3927,359
2020-03-24,11,749,1823,487
2020-01-24,30,3318,12139,487
2023-01-08,20,2416,5158,266
2022-10-07,24,4170,6214,241
2022-11-08,10,1027,13874,453
2022-12-18,10,3732,539,121
2023-08-18,4,3194,14589,343
2020-10-07,5,4447,6594,190
2020-09-01,21,3315,12897,462
2022-04-16,15,2035,7469,171
2019-07-18,7,1707,10330,133
2019-12-15,24,2350,14500,481
2022-07-03,30,3948,4268,478
2020-11-19,22,2490,8572,130
2020-04-03,10,2209,3209,334
2020-05-27,2,4026,9876,313
2020-05-24,3,2463,14566,471
2019-05-14,7,4425,2193,396
2022-09-21,29,4933,5223,280
2023-01-23,9,2634,12896,323
2019-06-09,19,1992,2915,304
2020-03-02,30,3845,4082,219
2021-11-27,22,4036,10243,225
2021-10-29,23,848,4270,452
2022-02-28,6,1602,12512,312
2019-04-16,30,4575,1384,176
2020-11-05,21,870,9747,455
2021-01-29,21,4651,12305,213
2020-10-15,10,2401,11984,461
2022-03-02,25,232,10820,342
2022-06-10,7,2808,14115,287
2021-06-16,1,4206,14006,463
2023-11-10,2,3039,4467,317
2023-04-11,30,4772,12544,414
2022-05-21,21,4660,7827,386
2020-11-11,4,3278,10102,231
2020-09-23,24,2391,9946,25
2022-09-20,3,4655,1702,310
2019-04-04,18,2503,1468,85
2019-01-16,20,1434,5608,144
2023-10-03,3,1633,473,372
2023-11-02,18,3213,12333,310
2021-06-12,27,4494,5084,479
2021-03-16,15,4458,11859,206
2020-04-05,30,1272,12207,490
2022-02-24,9,4619,13840,292
2019-10-04,17,2152,12650,38
2019-12-27,23,2361,14691,191
2022-06-17,15,370,1249,74
2021-12-06,25,826,8905,60
2020-01-29,30,2063,8543,175
2021-06-13,19,3896,10494,405
2023-01-26,18,1509,497,371
2020-04-29,21,4502,8139,245
2020-07-17,6,4789,10332,195
2022-01-01,12,882,7873,377
2021-11-03,7,1643,4377,424
2022-05-20,16,173,11372,55
2023-02-09,1,3856,7870,292
2023-01-24,28,1599,6069,451
2023-01-14,11,3453,7015,299
2023-01-09,25,3208,10232,103
2021-09-20,18,116,13793,75
2023-03-04,27,1169,13494,274
2022-07-16,6,4653,2295,193
2020-12-02,5,1382,8930,400
2022-11-20,11,2588,4365,59
2022-05-22,22,2117,13270,93
2023-07-25,21,3285,7843,33
2019-06-01,7,4339,12486,22
2021-09-01,26,4881,1341,428
2021-06-01,22,1884,11908,353
2021-04-14,7,1235,10687,313
2021-02-27,13,1728,10531,431
2023-04-10,15,4123,4471,21
2023-09-05,26,3608,6620,105
2019-12-19,24,608,2304,214
2022-10-07,1,630,6829,46
2020-06-15,14,3911,5536,167
2020-11-22,20,1293,396,446
2022-06-23,29,2157,8135,255
2023-08-17,10,528,9743,79
2023-09-21,23,3824,9405,175
2023-09-17,24,4724,9867,130
2019-06-19,4,3970,2988,388
2021-11-02,23,2606,4446,44
2023-04-04,13,371,9249,200
2020-10-24,25,4797,7650,47
2022-09-15,21,509,11719,71
2019-12-07,15,1313,6751,30
2022-08-25,7,4121,11139,301
2022-09-17,7,1064,4968,52
2019-12-10,29,216,9001,245
2022-07-16,30,2537,6914,231
2020-01-16,21,4781,11985,80
2021-04-14,29,1782,5285,224
2022-09-18,30,1456,1016,39
2019-05-09,26,4083,13189,441
2019-04-19,12,2535,10644,223
2022-05-27,6,3545,7313,439
2023-03-17,27,4919,12324,121
2023-07-05,16,2732,691,99
2020-12-10,17,3726,9738,358
2022-01-28,1,713,14547,205
2020-09-10,10,4909,3511,122
2022-02-08,18,2067,3466,464
2020-12-01,8,1003,10116,396
2021-07-04,20,2051,5468,176
2021-03-08,13,2269,6036,124
2019-03-01,3,4330,12523,135
2020-11-21,16,3577,1219,140
2021-06-19,18,241,6954,45
2022-01-20,11,887,13843,302
2019-07-04,16,3335,12644,120
2022-06-12,5,2056,3585,49
2023-01-03,22,2514,3207,466
2019-11-30,26,4130,7342,386
2023-02-02,3,296,1437,218
2023-10-16,20,3872,12123,423
2020-09-25,9,3243,12655,487
2022-05-21,19,2990,11827,240
2020-07-29,17,4613,11463,22
2021-06-27,6,2269,6292,337
2022-04-16,11,2528,909,427
2023-03-13,20,910,1617,407
2023-11-23,30,2150,5935,290
2019-10-13,7,236,6038,495
2019-12-26,12,4892,1431,300
2022-01-18,21,4144,2959,259
2021-01-24,16,1558,6104,184
2019-03-09,20,3741,4684,89
2023-07-17,18,3528,11848,79
2020-03-14,17,3763,8693,249
2023-12-18,21,4334,3991,421
2022-06-01,19,2270,2912,393
2020-12-20,17,4998,2877,426
2022-12-24,6,3671,14255,14
2023-12-22,19,2146,14112,52
2023-02-17,9,4287,1238,170
2021-08-25,9,4635,12808,240
2022-01-31,11,432,1883,253
2023-01-31,28,950,8226,307
2019-06-29,9,985,1930,375
2021-07-26,25,3260,2321,172
2020-07-30,29,3709,14134,56
2021-08-16,1,2144,3708,289
2020-01-27,25,1366,11479,148
2020-12-16,24,2465,7932,118
2023-01-21,20,2750,11242,114
2019-09-16,4,601,4440,57
2019-02-08,2,2667,9583,138
2020-11-16,5,4637,9542,397
2022-05-07,5,1204,2806,475
2022-03-24,6,2711,11873,498
2021-09-08,30,636,2283,64
2019-06-08,1,1862,9077,285
2023-08-21,7,3416,2291,401
2022-09-28,6,4033,3731,383
2021-10-16,15,1872,3279,467
2019-01-07,15,1517,5870,122
2019-06-22,15,338,12833,480
2019-10-23,22,1466,13716,433
2023-07-15,26,2086,10072,351
2020-03-06,20,1154,4865,42
2019-01-05,17,447,14372,379
2020-01-09,6,1455,7999,99
2020-05-26,1,886,8316,179
2022-02-22,7,2278,6726,437
2019-08-26,13,2494,6448,209
2023-01-13,3,906,10127,162
2022-12-27,6,4977,14987,71
2019-09-30,26,3159,5113,145
2021-11-07,4,1434,13735,323
2020-06-04,30,2235,5114,361
2021-12-06,24,4407,5317,207
2020-02-19,18,4015,13899,469
2022-04-26,29,820,10121,30
2023-01-20,9,3321,7585,282
2019-10-11,6,3571,11553,59
2019-08-24,19,664,5453,380
2019-03-23,21,2873,14686,15
2023-07-28,16,4442,3590,77
2019-03-09,3,1757,12535,144
2022-10-16,3,4335,4882,225
2021-04-14,8,4511,3022,421
2020-04-03,21,2230,9030,488
2021-04-05,23,4185,10288,384
2020-10-13,6,367,5782,369
2019-07-27,29,3520,4307,195
2021-11-25,15,1351,10639,15
2019-10-30,8,3483,6287,375
2021-01-29,10,2780,12965,216
2022-03-24,25,4336,7119,153
2021-06-29,19,3677,2492,424
2019-03-16,23,2699,1134,452
2021-08-21,22,1393,8148,398
2020-02-23,16,4442,9627,431
2020-09-18,15,4615,547,151
2023-05-11,4,1415,559,55
2022-03-26,6,4333,2212,311
2019-11-20,30,2005,1535,230
2019-07-14,10,1943,14677,129
2020-09-22,13,3584,12053,395
2020-02-01,6,4848,13543,239
2021-10-12,25,979,651,275
2021-12-07,2,658,13875,370
2023-07-27,4,1952,13670,105
2021-09-26,1,4207,4517,325
2019-12-16,21,2734,3857,400
2023-03-05,18,4011,4901,133
2021-09-29,16,3333,2514,319
2019-09-09,3,1681,13697,133
2021-06-16,7,2344,5280,289
2023-09-27,13,266,8317,292
2021-06-02,9,4568,11995,178
2022-11-05,18,2639,3030,142
2023-02-14,23,886,9812,172
2023-07-24,27,839,7216,464
2020-03-15,6,1242,5110,438
2022-10-02,20,3003,9001,453
2020-11-23,3,2454,4687,373
2023-05-08,30,4117,8122,264
2022-10-26,1,125,996,282
2023-07-06,2,2551,9511,343
2023-10-24,5,895,12908,330
2021-04-04,27,2751,11828,333
2022-04-07,25,3518,10123,71
2022-04-25,23,1534,4843,225
2019-05-05,25,2768,9568,147
2022-09-11,16,1824,12585,89
2019-07-03,14,1405,9717,361
2022-06-27,12,3428,13526,332
2019-11-26,24,3259,9620,149
2022-12-16,14,3074,12635,189
2019-04-29,20,167,9568,168
2022-04-02,16,2647,2839,216
2022-04-06,5,898,4804,337
2019-08-03,15,2045,6581,132
2022-07-20,26,4650,9369,195
2022-11-26,16,4316,13060,358
2022-03-07,18,1557,4598,271
2023-03-20,9,1557,11964,94
2023-08-19,19,2903,5513,264
2019-05-26,10,736,3032,483
2022-07-06,13,3259,7684,434
2019-01-30,29,3290,7382,454
2020-03-22,23,780,9540,332
2022-11-13,13,3116,1468,394
2022-01-01,7,3637,12354,165
2023-02-14,25,2604,6117,294
2020-05-29,24,2185,8871,415
2021-09-30,18,3992,4748,431
2019-10-17,23,1836,3645,64
2019-12-11,19,295,4074,246
2019-12-22,28,2013,11434,86
2021-01-01,6,426,10465,309
2023-12-16,30,1351,5938,103
2023-01-20,19,4286,2454,320
2019-05-09,11,175,14160,220
2022-11-10,6,1613,3166,178
2023-11-14,7,2598,10011,433
2022-07-11,2,382,7717,69
2023-08-06,9,284,1892,399
2019-05-09,17,3636,12161,287
2023-01-09,5,3896,5046,255
2019-09-08,5,1952,2503,244
2023-06-01,7,2173,9793,68
2022-01-15,8,4352,223,191
2021-07-17,19,4021,9870,193
2021-09-03,21,2565,14177,97
2021-12-06,3,4112,377,86
2020-08-27,11,2730,459,136
2019-11-13,2,4491,14585,203
2022-09-21,3,2276,1306,265
2019-07-05,18,507,6241,289
2023-12-29,10,4400,3738,437
2022-05-29,20,4333,2761,77
2020-10-29,23,1574,2038,28
2023-09-19,20,1122,2640,471
2023-07-06,13,4833,3144,34
2019-09-07,9,3932,11659,73
2023-11-18,8,1908,2226,467
2023-05-20,18,864,12876,424
2021-06-23,28,3476,7450,167
2019-12-21,9,3460,3159,322
2021-04-13,22,4604,6071,141
2019-12-10,12,178,6071,366
2019-04-13,12,1610,6921,123
2019-03-28,11,4035,11936,85
2021-01-10,1,3380,13941,425
2019-07-19,23,3717,2878,483
2022-03-13,22,1523,1255,492
2020-11-05,27,2047,1427,248
2019-11-30,30,189,2499,414
2020-12-16,4,881,11874,108
2020-03-05,11,2863,11820,303
2020-02-07,20,4387,2631,341
2023-05-31,15,262,10639,334
2021-01-31,5,3685,236,141
2023-05-10,27,4867,391,300
2019-12-28,10,3683,13591,450
2021-01-28,5,226,11988,207
2020-09-21,25,525,4214,384
2022-01-10,10,2055,8241,251
2023-01-16,24,3347,7142,259
2023-01-05,13,4674,11863,305
2022-10-12,27,3270,10738,206
2019-10-03,28,3273,3963,221
2023-10-17,29,215,11907,52
2019-03-08,14,3382,10624,81
2020-11-05,21,3943,10659,468
2022-12-20,20,4300,6073,144
2022-07-29,6,2201,4193,54
2019-08-12,28,1841,389,437
2020-05-28,2,164,2644,499
2019-04-28,23,4063,9979,79
2023-06-17,25,2675,6819,275
2019-01-25,9,122,13360,319
2023-06-30,30,4325,14770,210
2019-02-11,7,3829,8811,484
2023-05-21,9,3792,3525,211
2021-03-18,8,3008,6120,251
2023-11-16,21,3389,8314,495
2020-03-09,15,1866,9640,110
2023-11-01,10,969,7104,482
2021-09-09,3,4894,6266,57
2019-08-20,26,3385,938,37
2022-09-04,10,4481,6159,59
2020-04-11,6,1898,5710,377
2020-01-14,10,4367,8946,205
2022-09-29,18,1822,2699,207
2021-01-14,30,4771,9412,111
2023-01-30,4,356,11722,488
2022-09-06,2,802,14164,37
2019-11-17,2,4548,10587,424
2019-03-12,24,3541,391,203
2019-05-21,22,310,5576,425
2020-03-27,29,241,3808,286
2022-02-25,1,4339,7018,480
2020-10-30,27,1180,6168,377
2021-07-05,7,4478,13708,429
2023-05-19,12,4466,3502,428
2021-11-15,14,3239,9255,378
2021-04-08,26,464,11663,29
2021-01-03,12,1059,9173,204
2022-07-02,18,4945,12390,23
2021-06-01,3,3797,2880,41
2021-08-30,18,4218,2828,314
2021-05-10,11,2865,13687,106
2019-09-16,18,821,6876,305
2020-02-02,3,3905,2678,209
2020-06-11,24,1502,13451,41
2023-09-03,29,3582,6145,180
2021-07-29,12,2421,3254,175
2021-01-25,17,4799,12244,394
2020-12-06,3,4948,7447,114
2021-06-09,2,2016,6863,156
2021-08-01,24,730,11190,270
2020-09-06,2,1976,3761,236
2021-10-05,5,4487,9848,475
2020-06-29,22,2643,2012,87
2021-11-03,2,2692,12359,169
2019-06-28,29,4212,2956,84
2022-05-15,17,897,1898,110
2019-08-08,27,3539,8853,473
2022-06-28,24,3276,2818,58
2019-12-11,7,4503,5553,81
2022-01-25,20,1515,13980,208
2020-02-19,24,885,3082,77
2020-06-09,9,279,4992,410
2022-07-12,27,1657,11804,352
2021-08-23,17,4450,4688,487
2019-07-03,13,3745,4422,134
2020-11-13,27,273,12482,349
2019-09-02,6,2021,8769,10
2022-12-26,3,3839,1746,235
2019-06-13,22,1233,11622,54
2020-11-10,20,565,9522,214
2021-04-24,11,3443,9746,193
2023-05-27,1,4885,4340,438
2023-11-26,2,2575,8898,159
2023-01-27,25,705,8561,117
2021-09-08,29,1763,10357,443
2023-10-14,21,1796,8648,371
2019-10-05,2,3588,5139,24
2019-11-19,20,4296,10896,462
2020-02-18,28,4809,12332,473
2021-06-21,24,2301,14718,400
2022-02-18,23,3922,3654,298
2021-03-17,17,1371,2129,374
2020-11-27,27,436,10225,157
2020-08-01,7,4052,8360,169
2022-04-14,30,322,3146,240
2019-01-04,15,3297,12560,467
2021-05-31,26,301,2393,95
2019-08-31,16,3091,10160,22
2020-02-22,10,330,14153,357
2020-04-25,2,4531,3248,282
2021-08-13,28,1652,10263,239
2021-12-02,1,2588,10890,248
2023-04-15,22,4644,1520,262
2023-03-21,22,4363,4494,442
2019-03-20,22,1887,12255,268
2022-07-20,6,2398,961,64
2021-12-10,5,603,8494,430
2022-06-08,29,2757,395,277
2021-07-25,4,1231,6431,403
2021-11-02,27,434,14593,184
2020-05-31,15,434,4478,274
2022-03-12,21,1784,14665,69
2020-05-07,20,1673,5752,463
2020-12-10,20,3290,14520,497
2019-01-27,3,1084,6931,362
2022-04-28,16,3583,1170,170
2020-11-27,9,633,4209,316
2021-02-18,14,599,9489,282
2022-02-03,3,4989,11385,311
2023-05-30,4,2725,2351,295
2021-08-15,30,3628,7027,428
2022-04-07,3,4644,8473,173
2021-08-11,8,3231,5986,346
2021-02-08,25,2800,1385,442
2019-04-10,14,894,7767,75
2021-03-04,23,4889,9923,177
2022-05-22,13,4664,278,408
2021-09-01,14,547,4092,227
2023-08-09,25,4837,2962,285
2023-09-24,19,4918,12374,257
2020-01-10,4,2495,4269,363
2020-08-27,30,3125,7888,327
2022-11-30,20,3195,686,354
2019-12-03,2,482,5881,148
2022-01-11,27,848,1390,444
2022-05-27,8,727,4742,132
2020-01-11,20,1528,11545,464
2023-04-06,25,3870,4981,42
2022-02-02,7,1572,3064,141
2021-05-18,12,1836,14996,250
2022-02-03,21,4314,4870,419
2019-12-21,16,4841,11994,255
2022-07-16,29,4790,12570,361
2020-07-18,15,435,9657,71
2020-12-21,20,3072,13763,236
2019-12-17,20,1276,13116,125
2019-08-13,19,1980,12148,256
2021-10-01,19,2847,11385,12
2020-09-11,26,2015,6383,449
2022-03-04,15,4269,791,185
2021-08-14,10,1319,8787,423
2022-06-04,13,4194,7893,141
2020-12-26,30,2668,5883,62
2019-01-18,24,1355,5666,90
2020-12-21,28,558,2057,293
2021-11-03,16,1192,2637,264
2023-09-14,2,2607,14696,408
2019-11-10,28,4502,11505,490
2021-09-29,9,2102,6091,313
2022-01-09,20,823,3541,496
2019-10-21,14,820,5973,234
2023-09-17,11,3119,2713,439
2021-01-12,26,582,9694,487
2020-03-07,28,2490,8401,397
2020-03-10,12,3807,4371,404
2023-03-13,29,1445,7348,214
2023-05-30,25,2398,7707,64
2023-11-24,22,4763,9535,331
2023-11-03,30,4773,12519,190
2021-11-07,22,2448,14928,169
2022-03-09,16,3668,4079,424
2020-08-23,14,2550,10262,454
2019-03-24,25,3027,1932,113
2022-11-26,19,115,8370,417
2023-01-06,8,3795,7791,184
2023-05-25,29,3014,2822,366
2020-05-23,18,2824,12698,379
2021-07-31,29,4265,4599,146
2022-07-30,1,3796,720,195
2023-12-15,2,2266,14485,295
2022-07-08,20,2151,7692,282
2023-04-22,13,350,10601,209
2023-06-22,25,4455,14385,20
2020-08-31,26,1897,6254,244
2023-09-29,19,2509,1860,34
2021-11-01,8,1653,4128,148
2019-01-29,22,775,14386,347
2020-09-13,16,167,13268,167
2022-03-05,11,3994,13996,497
2019-02-25,25,2680,14377,172
2019-05-24,14,3573,2403,49
2022-11-14,11,928,6702,171
2022-01-20,11,3500,4478,72
2020-09-05,19,2978,758,58
2019-01-18,10,2267,5049,429
2023-02-27,16,4048,4716,23
2019-10-21,26,1905,9359,287
2020-02-18,17,4807,13671,451
2022-11-04,5,249,12149,305
2022-03-03,27,3490,7246,261
2023-03-06,30,3834,9698,336
2022-05-05,30,3358,8645,264
2021-07-10,20,1909,12844,158
2022-07-05,24,617,9709,133
2023-04-26,18,4701,2612,113
2021-09-22,10,2222,3256,229
2021-12-01,5,2188,9525,453
2023-10-03,6,3922,2140,331
2023-03-16,6,3769,736,60
2019-11-24,22,381,13744,261
2020-02-17,6,4922,2495,206
2021-08-14,12,1249,2263,373
2021-11-26,17,2935,11054,283
2019-01-08,24,4919,14718,499
2023-12-05,2,3351,8006,211
2023-09-14,1,4801,14620,280
2021-09-03,6,4499,2350,237
2022-09-18,1,4103,727,288
2021-05-13,10,2014,11541,446
2023-08-04,9,220,11750,42
2019-10-20,14,622,5488,433
2021-05-21,19,3087,8178,364
2020-07-15,28,4673,9135,400
2019-10-03,16,2036,13591,342
2022-09-20,25,2008,7147,230
2022-06-05,11,4587,1976,130
2019-10-25,19,1943,4650,144
2020-01-04,5,4168,5034,354
2019-08-01,3,3248,2651,278
2021-03-02,7,4903,6799,165
2022-11-28,17,1747,10212,177
2023-01-23,30,2128,7200,334
2020-04-16,20,3295,9925,260
2022-12-18,3,2833,3738,24
2022-07-08,7,4940,12428,385
2020-02-12,29,640,4214,327
2021-06-05,22,3628,11986,347
2020-04-13,17,2493,10506,228
2023-07-18,24,1967,786,168
2023-07-29,24,1716,11142,191
2021-07-03,19,3048,12294,487
2020-01-01,8,676,7643,189
2020-09-27,10,1291,8530,233
2022-12-21,9,2554,7085,17
2022-12-29,18,3835,13455,421
2023-10-24,7,3871,4799,99
2019-01-13,30,1149,6931,478
2022-01-30,21,340,11564,136
2020-09-20,29,2310,8774,42
2021-03-31,27,4012,3605,223
2020-04-21,4,3088,8595,232
2023-02-08,11,2780,12642,371
2019-06-20,3,3234,6523,413
2021-01-06,3,3337,13165,130
2019-03-21,14,3267,4212,147
2021-05-27,10,2104,11601,440
2023-09-08,10,4469,5989,405
2022-12-30,10,331,5028,75
2019-05-08,29,4380,10671,316
2022-01-05,25,1823,8986,171
2019-11-08,15,3492,8112,397
2019-12-24,16,2415,7768,172
2020-07-06,26,4430,8611,390
2019-03-21,11,4423,1848,424
2022-12-10,3,732,5208,320
2019-02-03,29,4212,8321,136
2023-06-01,8,4725,7149,462
2023-12-11,8,4919,14064,355
2020-03-29,11,1827,6460,204
2019-05-11,21,1981,12398,268
2019-03-15,10,1404,12143,126
2019-12-10,8,2359,13349,39
2020-08-06,24,1588,3233,47
2019-01-26,7,1839,11773,275
2022-04-11,9,893,4396,378
2019-07-29,19,4593,1387,240
2022-12-04,26,3191,12420,469
2023-04-21,14,407,6738,278
2021-06-28,29,2037,3497,252
2022-12-23,15,2805,7215,460
2021-01-17,9,1251,2179,279
2019-07-27,13,1836,12702,450
2023-11-12,28,1931,1724,324
2019-01-21,12,4078,1520,26
2020-04-12,29,3337,904,260
2020-12-29,5,1336,3385,429
2022-01-07,5,2991,476,284
2020-11-21,27,2257,1937,88
2020-05-02,24,4384,9627,346
2019-02-15,21,352,10612,378
2023-07-05,18,3059,7788,95
2020-04-26,12,881,10272,259
2020-10-04,14,2884,4411,281
2021-04-04,13,2477,6293,337
2022-10-03,13,2433,14260,343
2020-11-02,28,1810,3523,316
2019-03-06,20,3483,9263,62
2023-10-07,4,3256,14738,307
2020-03-05,13,1451,10796,476
2021-09-21,22,3748,1195,348
2019-11-04,2,1640,7628,296
2022-03-19,18,4845,10267,37
2019-07-22,5,3441,10828,201
2021-03-10,22,4430,8476,10
2023-08-18,4,2407,14893,360
2022-12-12,6,1345,9606,208
2019-01-26,4,3311,9046,397
2023-09-01,26,4555,2349,251
2022-11-07,18,2682,5394,240
2023-07-06,28,739,10322,385
2020-04-18,24,2862,6649,224
2021-03-22,4,558,3754,208
2019-05-05,12,108,11201,162
2020-07-20,4,2364,14310,115
2020-04-03,26,1531,6451,209
2020-06-23,3,3172,8008,498
2022-10-11,2,2096,8414,116
2023-03-31,3,2347,8070,326
2021-03-02,7,2367,7076,149
2020-12-21,11,390,3276,229
2019-05-31,10,1060,10614,84
2020-10-19,12,312,8291,489
2021-07-30,14,282,5369,80
2023-02-14,5,4744,12423,114
2023-04-12,17,4997,9912,444
2023-11-24,17,2898,2311,106
2021-05-04,16,2025,13809,191
2023-01-27,10,2981,2253,285
2022-01-10,15,4053,14999,22
2019-12-23,26,3455,13388,341
2021-07-19,23,3936,6120,388
2021-04-29,6,3356,13266,101
2019-02-12,1,2075,13703,465
2019-12-04,23,4210,13939,334
2023-06-02,23,1052,3155,386
2022-05-08,27,133,6496,184
2019-07-28,16,3587,6913,466
2019-11-05,1,1136,4792,415
2021-05-14,28,3543,5806,404
2020-03-28,11,328,10977,167
2021-05-24,9,3641,11913,177
2020-12-04,20,2489,2317,438
2019-11-02,2,2217,1727,106
2019-04-11,18,711,13921,358
2022-03-04,27,2574,6002,490
2019-02-11,11,3130,9844,373
2019-02-17,11,1423,2402,359
2021-08-24,11,4113,2572,209
2020-06-03,25,150,6169,24
2023-06-08,6,3145,9489,111
2023-01-28,10,4066,249,349
2022-07-05,27,1810,5774,76
2021-03-16,6,3160,8352,58
2022-11-23,18,2603,3209,162
2022-09-09,30,304,6030,333
2022-01-01,22,1979,5249,399
2023-10-07,18,536,1679,122
2019-11-14,2,3682,9068,455
2020-05-13,13,1415,983,73
2021-07-29,3,2240,9970,19
2021-12-01,25,4878,2600,56
2020-07-05,18,1093,3786,408
2023-09-30,4,3589,11679,78
2020-11-29,30,3517,4439,163
2021-03-08,4,110,5340,75
2021-03-07,11,3514,2827,55
2023-08-11,12,2391,5691,65
2023-10-08,25,3750,409,427
2019-03-04,8,4454,8693,487
2023-01-08,22,1211,505,268
2021-02-20,24,4564,1298,382
2019-07-05,3,4364,6969,85
2021-05-19,6,2119,13010,155
2022-10-10,12,4283,255,267
2022-05-21,29,3223,14287,149
2022-10-01,14,351,4469,369
2021-08-06,14,2599,1719,84
2019-10-01,21,3551,1490,369
2020-03-03,7,973,6283,408
2022-07-01,7,4440,11928,226
2019-08-31,8,348,13925,226
2022-05-21,19,4953,3643,152
2021-11-16,29,2653,4593,370
2022-03-22,23,1580,10300,51
2020-10-04,26,455,1741,399
2020-07-23,21,1659,11616,86
2020-05-26,2,1715,9584,20
2021-09-03,10,3490,14219,202
2023-11-13,30,3287,8502,361
2019-12-01,18,3648,6037,293
2023-12-19,20,2628,366,103
2022-12-18,9,3021,13564,447
2021-06-05,12,988,1722,341
2021-11-19,5,4019,11385,168
2021-04-11,9,2646,11928,241
2020-04-25,12,4039,8232,11
2021-03-31,8,1575,6018,358
2021-10-19,4,2044,6799,343
2020-02-22,1,4238,6448,126
2023-06-20,30,696,12237,384
2019-05-23,18,1599,4593,141
2019-11-14,13,4148,12474,388
2020-05-17,22,2813,11241,94
2021-06-12,19,3844,2191,285
2022-11-22,19,3059,9949,468
2022-06-07,4,4948,7462,243
2019-10-22,15,3217,1478,244
2021-11-10,3,1683,10903,491
2022-08-10,13,4497,544,383
2022-03-03,24,4658,5332,113
2022-04-04,16,609,1296,425
2020-11-14,11,1723,14218,419
2020-08-30,2,4961,7541,497
2021-06-05,15,4848,9312,366
2022-02-26,14,2233,10270,345
2019-09-29,24,4647,9967,405
2022-11-09,24,2798,10324,48
2022-03-25,7,372,4907,335
2020-10-05,20,1885,3830,260
2019-11-07,30,235,12079,151
2020-10-09,12,817,11288,202
2019-09-03,9,444,4314,141
2021-12-20,21,498,5789,308
2019-07-17,9,3403,5810,271
2020-09-07,10,669,975,420
2020-12-29,25,1498,12446,162
2022-11-23,14,615,807,343
2020-12-03,23,4205,1138,164
2021-04-29,5,774,12241,415
2021-04-14,4,4551,9529,235
2022-05-12,5,2005,6246,190
2020-06-18,25,4613,10227,235
2021-01-29,22,345,8476,51
2022-01-17,14,2685,6958,235
2022-01-13,8,4958,10309,321
2020-05-01,20,3592,14337,405
2023-01-17,17,4018,12457,25
2020-05-11,5,958,2686,107
2022-07-06,29,948,12166,344
2022-12-05,5,2245,3265,76
2021-10-17,23,1307,12530,377
2023-03-23,21,3579,12497,364
2023-02-12,27,1242,8477,349
2023-12-24,9,4177,12942,473
2019-02-08,22,1853,12231,201
2021-07-04,24,231,745,470
2021-09-25,16,3348,9655,145
2020-01-30,6,1914,1161,474
2019-11-07,7,4093,2812,221
2021-12-09,6,4224,8161,126
2021-04-02,4,4727,5189,417
2019-10-28,25,4171,10070,379
2023-03-13,18,2170,6751,267
2020-10-29,14,805,2116,261
2022-06-25,30,3060,12748,411
2023-04-27,30,213,2367,14
2019-11-16,12,4750,12081,328
2023-11-17,30,2231,6610,17
2019-03-09,6,714,13580,173
2021-08-08,11,3562,11482,367
2022-08-08,6,4012,7597,437
2020-12-09,26,2993,4174,36
2019-11-25,6,2980,3747,23
2022-03-13,27,371,13921,289
2020-04-16,24,3822,11770,350
2022-11-27,1,3565,3335,347
2022-05-02,18,4541,7540,271
2019-03-09,28,4571,4240,462
2019-04-12,26,1571,3861,21
2021-12-01,26,2518,8595,446
2019-04-23,24,1434,11488,405
2023-03-07,21,3131,12294,99
2020-01-11,1,2654,8494,302
2020-05-17,12,3210,5717,136
2020-07-19,21,1395,3339,90
2023-11-25,3,3036,8418,380
2022-09-06,25,4780,12193,145
2021-03-13,30,4301,3767,268
2022-04-07,21,3678,4221,148
2023-01-21,3,4403,2372,236
2019-07-21,27,3974,13896,429
2019-02-18,28,4897,13091,107
2020-07-25,4,1212,14767,126
2022-05-20,18,2133,2735,59
2022-09-13,25,385,6302,361
2019-03-11,30,890,5154,19
2022-07-14,11,4239,1197,288
2023-07-19,15,2667,4539,245
2019-05-08,8,3760,1704,116
2022-03-12,26,3811,5914,95
2020-04-03,26,458,5016,104
2020-08-16,12,975,3065,422
2019-08-18,27,1224,10522,409
2020-04-26,26,3718,2453,135
2022-07-08,6,474,14110,125
2020-12-12,26,4750,7877,425
2019-05-22,26,4480,6219,10
2023-10-19,5,3383,1338,363
2020-05-01,28,2314,12242,304
2021-09-04,5,3432,10272,296
2020-01-12,24,4343,10319,173
2019-03-26,29,2775,13251,266
2020-06-10,30,4534,2178,117
2019-10-15,11,1037,4354,493
2022-07-12,29,821,4962,36
2022-09-04,14,410,5738,89
2023-06-22,9,3029,3594,203
2020-11-28,22,4871,2777,426
2022-01-16,17,568,9577,243
2021-07-22,20,3645,3790,339
2020-04-23,29,232,3138,230
2023-07-29,2,2826,2389,27
2021-07-29,1,2294,5080,74
2021-10-22,19,1834,3138,153
2023-12-20,25,4558,7018,154
2021-06-23,9,3314,4302,174
2021-06-30,24,4912,1923,307
2020-06-16,21,220,7862,92
