Order_ID,Date,ShippingMethod_ID,Warehouse_ID,Delivery_Days,Shipping_Cost,Late_Flag
29706,2023-03-07,3,2,5,27.19,0
3890,2021-09-25,3,5,8,13.4,0
48075,2019-09-12,3,8,8,47.44,0
90713,2021-09-12,2,2,4,4.16,0
53261,2022-01-12,2,10,6,35.49,0
43668,2023-09-28,3,7,12,40.82,0
18202,2023-05-23,3,7,9,45.64,0
70852,2019-04-08,3,9,3,35.75,0
8976,2022-10-09,1,6,6,4.06,0
60436,2019-10-25,2,2,13,3.28,0
4344,2021-02-13,3,9,3,21.82,0
48233,2020-05-09,3,8,7,43.19,0
90914,2021-08-07,2,7,9,2.23,0
16806,2020-06-17,3,2,1,7.55,1
63734,2019-03-11,1,6,4,43.14,1
75261,2023-03-04,2,10,10,32.2,0
35270,2023-02-14,2,4,2,22.56,0
10334,2019-08-28,3,6,1,16.09,1
41338,2021-11-17,2,6,10,3.29,0
63677,2019-02-18,3,9,4,2.75,0
58326,2021-12-01,1,1,2,34.85,0
57653,2019-09-25,3,3,10,49.11,0
60046,2022-04-10,1,5,6,25.67,0
20061,2019-05-10,2,4,5,7.41,0
53953,2020-07-07,2,7,11,38.0,0
38561,2021-01-07,1,1,5,17.62,0
73311,2020-01-13,2,5,1,21.67,1
91093,2020-12-06,1,9,2,37.31,1
52659,2023-04-01,1,4,13,45.65,0
80613,2019-01-01,3,9,8,31.89,1
7617,2022-03-25,3,1,7,47.39,0
39364,2022-08-05,1,1,7,37.62,0
94333,2020-02-05,2,3,13,47.11,0
23797,2022-11-03,2,10,1,36.11,0
5446,2020-10-02,2,10,3,27.67,0
48223,2021-07-06,2,6,7,6.14,0
83800,2019-09-13,3,6,10,16.76,0
45720,2019-02-01,1,8,10,49.27,0
14706,2019-04-25,2,6,10,9.44,0
57426,2020-11-04,1,10,6,13.62,0
32592,2022-07-21,2,6,10,29.47,0
69061,2022-02-14,1,5,11,33.82,0
51704,2020-10-22,3,6,5,39.9,0
566,2020-04-24,1,6,13,13.0,0
83812,2020-04-26,1,5,4,40.95,0
77610,2020-05-27,3,10,4,5.32,0
30241,2022-04-16,3,4,3,6.38,1
66006,2020-09-12,2,7,7,7.14,0
17211,2019-11-15,2,4,1,48.29,0
81397,2023-03-30,1,8,5,19.02,1
76364,2019-08-16,3,9,8,12.22,0
88545,2020-06-16,1,8,8,22.39,0
334,2022-11-21,3,9,8,18.08,0
24365,2019-11-18,1,3,10,33.98,1
99988,2022-01-26,2,4,5,16.37,0
34289,2023-02-12,2,3,13,39.06,0
90793,2019-06-14,3,9,6,6.16,0
25255,2022-01-04,1,9,9,7.93,0
67915,2023-01-13,3,6,7,40.73,0
81418,2020-08-27,3,10,3,25.32,0
75288,2019-03-05,3,2,2,28.47,0
43810,2019-11-25,2,6,2,14.99,0
31458,2020-04-20,3,9,12,49.98,0
22559,2021-10-26,2,4,11,22.56,0
24922,2022-04-20,1,10,7,30.38,0
83981,2023-09-06,2,1,12,21.81,0
93949,2020-12-22,1,10,13,29.07,0
15277,2019-09-28,3,10,10,40.67,0
38854,2021-01-25,1,3,9,49.44,0
31986,2022-07-31,2,9,13,47.48,0
54803,2023-12-04,3,8,8,2.11,1
51630,2019-11-11,2,5,2,4.84,0
28183,2021-05-23,3,4,10,28.67,0
16786,2021-01-23,3,5,9,17.61,0
36361,2021-03-31,2,6,3,32.61,0
26236,2022-08-29,3,2,11,4.1,0
1465,2020-02-20,2,5,6,7.24,0
97243,2023-12-10,1,10,8,19.24,1
71565,2020-05-25,2,5,4,31.12,0
69958,2020-01-21,1,4,10,4.26,0
63865,2022-06-07,1,1,7,29.54,0
87304,2023-05-01,1,6,8,47.87,0
55213,2020-10-09,2,9,12,47.36,0
92942,2019-07-30,1,7,6,41.34,0
56846,2021-02-26,3,9,13,35.37,1
82516,2023-04-29,2,3,13,33.75,0
26339,2019-02-20,3,10,3,48.67,0
97862,2022-11-02,2,7,10,26.27,0
83137,2019-05-05,1,8,13,15.55,0
84684,2021-12-31,3,7,13,36.4,0
61369,2021-09-25,2,5,6,26.95,0
900,2022-01-23,3,8,10,2.67,0
81116,2022-07-24,3,6,12,48.69,1
34996,2023-01-26,2,7,6,11.32,0
65262,2023-08-16,1,9,3,15.63,0
67116,2022-05-14,2,4,1,25.5,0
77223,2019-04-01,2,1,2,10.8,0
97538,2021-11-12,2,6,3,25.71,0
18304,2021-11-13,2,1,2,20.69,0
93755,2021-09-12,3,5,6,14.18,0
48336,2021-05-03,3,5,3,41.39,0
90062,2019-08-21,3,1,10,42.61,0
46586,2020-12-24,2,2,3,7.17,0
44050,2020-11-27,2,10,4,44.19,0
41549,2023-03-01,3,3,11,16.9,0
16217,2022-12-29,3,9,4,13.3,0
17556,2023-05-05,3,2,13,18.57,0
14952,2023-08-17,1,2,3,36.1,0
17202,2022-03-15,1,8,5,11.03,0
43754,2021-11-06,3,6,9,17.82,0
73853,2021-10-19,1,5,11,31.37,0
11784,2020-11-19,3,4,8,14.68,0
73614,2022-10-30,2,8,9,12.86,0
70469,2022-08-03,3,2,1,36.7,1
79632,2022-10-22,2,3,13,4.32,0
53896,2022-01-10,3,2,11,44.0,0
86741,2021-05-16,1,9,3,44.19,0
40259,2022-01-14,3,3,1,21.91,0
26693,2019-05-18,1,7,5,29.25,0
1342,2021-12-28,2,2,8,3.83,0
25604,2021-05-10,2,9,9,43.15,1
5826,2023-02-18,2,6,6,26.03,0
98594,2022-09-13,1,8,12,46.22,0
33530,2020-07-09,1,10,10,39.51,0
27025,2021-04-12,3,7,1,19.94,0
31428,2021-04-05,2,10,5,3.07,1
90090,2021-10-21,2,1,3,4.35,0
62375,2023-10-30,2,3,5,8.76,0
80889,2023-06-03,3,5,13,34.53,0
98764,2019-01-26,1,1,2,29.68,0
89817,2019-06-03,2,9,11,39.33,0
73164,2023-09-13,2,7,10,30.14,0
60055,2019-04-07,2,6,10,18.23,0
53903,2022-12-23,3,9,12,12.48,0
91078,2021-03-10,3,2,2,25.69,0
85348,2023-09-15,3,5,8,39.31,0
1458,2019-11-08,3,4,2,7.35,0
96041,2019-03-10,3,1,6,25.08,0
78009,2020-05-15,2,9,4,17.93,1
76757,2022-10-04,1,9,10,15.54,1
61791,2019-10-31,1,6,13,37.47,0
82547,2022-01-03,2,7,1,27.98,0
82628,2022-11-10,1,9,4,4.59,0
30529,2022-05-06,1,8,8,40.53,0
36339,2021-06-10,1,5,5,24.4,0
53241,2020-03-20,3,8,10,13.41,0
88917,2020-09-25,3,9,11,32.14,0
11051,2021-01-27,3,9,1,39.77,0
17251,2020-07-20,3,6,13,10.74,0
29904,2023-10-18,1,9,2,21.69,0
49908,2022-11-21,3,6,12,44.01,0
31901,2020-01-26,3,3,7,49.69,0
49034,2020-11-29,1,6,12,43.38,1
40720,2023-04-11,2,9,7,29.39,0
16062,2022-02-16,1,3,10,26.14,0
76164,2019-07-23,2,3,7,44.1,1
24169,2019-03-26,2,2,5,27.1,1
59027,2022-01-20,3,8,8,21.85,0
34775,2020-04-14,3,5,7,6.5,0
7830,2020-04-03,1,3,5,4.5,0
88042,2019-05-11,3,5,10,17.8,0
20758,2023-11-22,1,3,12,25.97,0
98598,2021-02-25,1,9,1,44.05,0
4722,2021-07-10,2,2,9,49.75,0
76474,2021-09-21,3,10,8,20.83,0
28663,2020-06-22,2,1,10,7.19,0
40726,2023-01-22,3,9,2,27.77,0
66594,2020-08-21,2,1,3,47.68,1
39806,2019-11-30,1,1,1,18.85,1
9422,2021-02-15,1,4,5,42.32,0
65709,2021-02-19,2,10,1,22.4,1
30698,2023-09-06,3,9,7,31.57,0
4077,2019-05-23,1,2,8,19.08,0
34393,2019-04-09,2,9,12,42.13,0
6654,2023-10-14,2,4,1,48.35,1
30209,2022-02-28,2,6,3,49.18,0
74416,2020-07-15,2,10,4,18.83,0
23139,2021-09-15,2,3,10,49.04,1
20238,2020-01-04,3,9,4,48.02,0
43073,2019-11-05,2,7,8,33.75,0
79812,2022-09-04,2,10,9,47.04,0
56245,2021-04-01,3,1,4,46.23,0
53781,2021-10-21,2,10,6,39.82,0
98120,2023-11-03,1,2,3,43.88,0
52402,2021-10-05,3,6,11,24.46,0
41242,2022-02-07,1,4,12,20.85,0
21451,2023-11-11,3,9,10,40.06,0
21157,2022-04-22,3,6,11,9.42,0
34853,2022-12-27,2,1,13,45.66,0
84995,2023-03-27,1,9,8,35.32,0
31097,2023-05-31,1,9,5,10.23,0
99868,2023-04-20,2,1,7,4.0,1
42757,2019-06-16,1,1,13,34.88,0
67815,2019-12-02,1,6,10,8.21,0
12604,2023-12-04,3,3,2,15.74,0
90999,2019-06-30,3,7,2,23.44,1
64788,2022-10-28,3,1,4,36.76,0
17070,2022-09-20,3,5,3,20.03,0
71139,2020-08-09,2,4,1,3.44,0
49883,2022-01-06,1,5,8,29.14,0
34538,2020-10-17,1,9,4,18.34,1
11467,2019-12-13,1,4,3,43.19,0
65892,2022-07-29,3,5,3,12.0,1
19369,2022-12-02,2,6,12,21.41,0
23798,2019-05-04,1,10,11,34.48,0
76038,2022-09-04,1,8,13,26.07,0
69013,2023-06-30,3,7,6,35.52,1
48964,2019-10-29,2,9,3,39.27,0
65610,2020-10-06,2,4,5,13.51,1
78373,2021-01-21,3,1,11,21.53,0
71352,2023-06-11,1,1,1,46.33,0
17677,2021-08-22,2,5,11,30.21,0
65377,2020-02-03,3,1,1,24.16,0
87929,2023-10-05,3,4,4,45.53,0
88179,2021-07-28,3,4,9,29.09,0
24173,2019-08-21,2,6,12,25.49,0
30384,2019-03-21,1,1,3,29.13,0
93513,2023-05-17,2,9,8,26.25,1
4403,2019-03-10,3,8,7,18.56,1
38099,2019-11-22,2,9,11,28.06,0
61645,2021-01-11,3,5,4,41.49,0
3611,2022-03-07,2,9,8,49.56,0
14703,2021-10-29,1,10,10,15.99,0
28432,2020-05-16,1,5,2,4.34,0
71426,2022-03-24,3,10,1,18.34,0
20544,2019-07-13,1,4,6,38.07,0
78984,2022-07-12,2,8,7,4.95,1
23585,2023-05-15,1,2,3,49.61,0
22470,2023-01-27,1,2,13,16.12,0
96544,2021-06-18,1,10,2,26.71,0
15189,2019-04-20,3,8,3,21.42,0
6892,2021-01-12,2,4,1,22.29,0
33305,2020-04-24,2,6,6,27.02,0
40675,2020-12-26,1,2,3,26.15,1
53436,2020-01-25,2,6,5,27.48,0
60621,2021-08-15,3,10,5,12.15,0
75610,2021-10-14,3,8,4,41.34,0
48055,2019-09-02,1,4,10,40.82,0
63775,2021-08-03,2,1,1,5.25,0
91042,2019-07-10,1,5,9,26.18,0
13581,2020-08-09,3,2,8,46.59,0
44570,2020-05-16,1,7,8,26.88,0
60642,2020-12-05,1,9,2,38.08,0
92960,2020-10-21,3,5,6,19.91,0
5206,2023-01-25,1,10,7,4.93,0
10158,2019-12-10,3,3,13,14.1,0
73158,2022-04-09,1,10,5,30.45,0
40041,2022-03-12,1,7,2,23.01,0
54823,2023-06-05,3,9,13,21.41,1
61707,2019-11-17,3,9,2,4.96,0
76303,2023-10-18,1,8,12,6.42,1
9123,2022-08-05,2,5,6,12.65,0
15396,2020-11-17,1,6,6,22.72,0
98220,2019-03-03,3,2,1,17.0,1
53389,2021-08-18,2,4,13,38.82,0
42479,2022-06-09,3,3,12,14.13,0
42163,2019-10-02,1,6,11,25.44,0
81261,2023-07-08,1,8,3,3.93,0
13224,2020-02-03,2,9,10,31.6,1
4209,2019-09-07,3,7,1,4.06,0
84016,2023-01-30,1,1,9,9.62,0
38421,2019-12-25,2,7,3,19.52,0
70705,2019-05-26,3,5,6,34.98,1
44144,2019-11-29,1,4,3,23.54,0
90704,2020-10-19,1,6,7,4.25,0
36723,2022-11-01,1,9,10,44.47,1
20695,2021-02-25,3,4,12,9.15,0
2520,2021-10-16,2,8,12,5.86,1
40226,2020-02-11,3,3,3,30.69,0
86405,2022-08-21,2,6,7,34.72,0
15415,2022-06-10,1,1,3,25.94,0
81269,2020-08-18,2,4,6,32.95,1
76980,2020-04-11,3,10,7,37.77,0
7609,2020-11-13,2,6,4,30.43,0
30510,2020-01-08,3,3,1,19.12,0
4304,2022-01-26,1,7,3,47.39,0
76549,2022-10-06,2,10,5,47.89,0
48688,2019-06-27,2,3,8,18.96,0
74804,2019-10-23,1,7,1,4.16,0
62206,2022-03-13,2,5,2,45.95,1
84943,2019-08-13,3,3,2,10.71,1
83170,2020-03-07,1,7,1,47.17,0
85015,2020-06-02,2,3,12,20.1,0
5616,2019-11-24,2,1,7,39.4,0
87115,2022-05-31,3,10,9,35.57,0
23246,2019-10-22,3,6,5,42.86,0
75617,2021-01-12,1,10,3,10.7,1
3580,2021-12-03,1,6,5,48.47,0
40703,2023-04-23,2,3,4,43.22,0
37112,2020-09-17,3,3,1,30.35,0
53585,2021-02-04,3,2,8,23.3,0
86780,2021-07-27,3,4,1,18.2,1
10869,2021-04-22,1,7,12,29.68,0
68690,2022-06-28,3,9,10,12.11,1
34189,2019-03-25,1,4,1,44.0,0
31091,2022-09-29,3,1,9,28.27,0
4401,2020-03-12,1,3,10,3.08,0
43405,2019-02-03,2,7,8,10.81,0
49017,2022-01-03,3,3,2,43.3,0
12551,2019-05-21,1,7,4,22.15,0
63488,2023-11-14,1,10,3,34.22,1
55618,2022-09-20,3,2,1,12.09,0
33585,2020-01-18,2,1,6,19.46,1
75507,2019-07-22,3,6,9,36.91,0
46420,2019-03-10,1,3,9,8.07,0
46658,2019-10-04,1,9,6,45.99,0
19541,2022-04-28,3,4,11,44.94,0
65013,2023-08-20,3,2,13,41.98,0
72470,2020-06-16,1,10,3,20.95,0
23483,2019-04-15,1,2,1,29.95,0
66828,2022-06-11,1,3,9,32.56,0
4654,2019-06-20,3,4,3,46.0,0
62361,2020-10-21,1,9,9,4.0,1
65134,2022-03-31,3,1,6,47.5,0
41429,2021-07-21,1,7,7,41.83,0
89019,2019-11-07,1,2,13,41.47,0
78826,2019-12-16,1,8,4,23.48,0
7626,2023-11-11,2,7,12,44.38,0
66000,2020-07-27,2,10,12,36.81,1
28575,2023-03-14,3,3,1,14.95,0
43125,2021-06-29,2,4,1,49.14,0
79089,2020-11-19,1,2,5,16.41,0
45629,2021-07-27,3,1,2,34.62,0
60857,2019-09-15,3,5,3,15.08,0
4563,2021-04-13,1,6,8,43.87,1
85034,2020-01-14,1,5,9,21.12,1
12876,2021-08-09,3,8,13,7.84,0
50640,2022-03-01,2,2,9,4.71,0
291,2020-05-07,2,2,11,12.22,0
74985,2021-07-24,1,6,3,42.84,0
88137,2020-05-23,3,2,11,8.93,0
38125,2019-01-21,1,5,2,2.09,1
1795,2022-07-13,2,10,9,12.33,0
43845,2020-11-09,1,3,4,41.44,0
79839,2020-07-08,1,10,10,49.31,0
18450,2023-06-23,1,8,2,15.43,1
15923,2020-03-12,1,3,3,16.06,0
62690,2023-08-02,2,4,10,19.32,0
42547,2023-08-20,2,5,1,10.72,0
1308,2021-11-10,1,2,4,33.31,0
3724,2023-03-25,1,4,1,13.64,0
25426,2020-02-23,1,6,2,14.76,0
7210,2022-04-17,2,9,6,42.72,0
18887,2023-07-13,1,1,12,4.94,0
39077,2023-04-11,2,5,2,24.4,1
47194,2020-03-29,2,6,9,37.44,0
20023,2021-09-04,3,9,6,47.55,0
32877,2021-09-20,1,1,5,30.51,1
91302,2019-10-13,3,1,11,25.19,0
88422,2023-09-27,2,10,10,14.21,0
53006,2021-08-29,3,4,3,16.68,0
48383,2019-07-05,3,1,13,9.51,0
75996,2020-09-03,2,1,9,5.69,0
89346,2022-05-07,1,4,4,3.99,0
60188,2020-05-09,2,3,13,43.67,0
46737,2020-03-29,1,4,12,34.5,0
13928,2023-01-12,1,10,8,2.73,0
82326,2019-07-20,1,6,12,48.83,0
16495,2023-05-04,3,2,3,37.54,0
52566,2020-03-22,3,3,8,33.14,0
33407,2021-07-25,2,10,3,37.67,0
31166,2021-03-06,1,6,2,14.28,0
16078,2019-04-12,1,7,3,32.02,0
22205,2020-12-26,2,3,12,44.53,0
39037,2020-04-26,1,8,6,15.9,0
32894,2021-08-04,1,10,4,14.73,1
8966,2022-01-02,3,9,7,47.36,1
52978,2022-06-23,2,4,3,19.15,1
34138,2019-12-26,2,10,2,24.33,0
21795,2020-02-06,2,3,1,8.08,0
93424,2020-10-23,1,2,1,44.28,0
27713,2019-09-20,2,10,12,17.91,0
94595,2023-09-26,1,4,2,17.46,0
18327,2022-05-10,2,1,3,21.74,0
95747,2022-01-25,2,6,13,31.22,0
63879,2021-12-31,2,4,9,8.12,0
20428,2020-05-11,2,2,8,8.25,0
95327,2019-10-05,3,1,12,14.96,0
44551,2023-09-10,1,9,11,37.1,0
93447,2021-04-17,1,8,6,40.4,0
49789,2020-12-17,1,5,11,9.82,0
22117,2021-10-22,1,9,1,41.67,0
9190,2020-10-20,3,9,11,22.63,0
63520,2020-06-26,2,10,8,23.67,0
21143,2019-04-26,2,6,12,33.79,0
85214,2021-04-24,3,2,12,25.35,0
38358,2022-09-18,3,10,9,40.17,1
24831,2019-12-01,1,8,3,23.27,0
35280,2021-06-01,2,9,12,25.84,0
53062,2019-03-22,2,8,7,15.93,0
95971,2023-10-01,1,10,1,2.87,0
95386,2020-10-29,1,2,3,26.32,0
23219,2019-03-04,2,5,2,37.05,0
50509,2019-02-02,2,6,10,10.28,0
38175,2023-07-27,2,1,11,23.34,0
72233,2020-10-17,1,3,3,36.56,0
92459,2022-08-31,2,4,1,18.81,0
6217,2020-09-06,2,10,10,16.09,0
6696,2021-04-11,3,6,8,3.98,0
57862,2021-06-18,1,9,9,13.37,0
5956,2020-11-29,2,6,12,19.71,0
32624,2023-10-26,2,8,13,11.35,0
43875,2021-07-18,1,10,10,15.64,0
48320,2022-10-23,1,1,10,23.65,0
49793,2022-04-21,3,6,9,21.79,0
65735,2019-07-25,2,2,12,21.56,1
66011,2019-05-11,3,5,6,42.8,1
25003,2019-08-23,1,8,3,20.76,0
81718,2019-01-18,2,7,9,35.58,0
70191,2020-10-09,3,7,12,20.88,0
738,2019-11-16,1,6,9,45.71,0
62320,2022-06-15,2,6,13,48.94,0
70280,2021-10-18,1,6,1,35.03,0
30950,2020-05-09,1,7,9,48.23,0
7639,2020-04-13,2,2,7,30.31,0
51710,2021-03-31,3,10,8,48.32,0
93156,2019-02-23,3,3,3,27.03,1
89308,2020-11-18,3,7,2,22.01,0
59720,2020-03-08,1,2,11,17.73,0
50568,2020-10-07,2,6,5,39.64,0
12164,2022-04-12,1,1,8,5.03,0
32723,2021-11-30,2,10,7,7.08,0
3674,2021-01-20,3,7,2,36.01,0
91499,2022-01-01,3,9,10,35.79,0
67330,2019-11-10,3,7,3,27.64,0
78587,2021-10-20,3,5,12,5.75,0
78667,2023-05-04,3,2,12,34.69,0
78983,2022-09-20,2,6,11,12.49,0
26144,2021-05-30,3,4,13,22.83,0
91727,2022-10-20,1,4,5,14.79,0
54021,2022-09-11,3,5,7,33.75,0
89403,2021-04-15,3,5,4,25.33,0
33878,2022-02-22,2,3,4,8.4,1
61286,2023-12-27,1,9,13,13.53,1
60801,2021-03-09,1,7,5,37.91,0
34004,2020-07-20,3,8,1,20.71,0
21266,2022-08-31,3,3,7,25.34,0
51422,2020-03-28,1,8,7,30.66,0
58952,2019-04-24,3,10,1,37.71,0
2211,2021-08-05,1,6,6,4.92,0
34521,2021-04-18,3,3,1,37.21,0
40023,2021-12-27,2,4,1,25.27,1
65977,2021-11-16,2,4,2,18.89,0
6376,2020-02-06,3,8,13,13.12,0
48206,2023-03-25,1,9,2,11.93,0
13229,2022-07-20,1,5,1,41.55,0
34910,2019-09-18,1,4,5,17.49,0
96204,2020-08-20,3,10,9,23.33,0
82593,2022-02-25,1,9,2,23.25,0
42583,2023-01-05,1,1,5,44.73,0
16722,2021-03-16,3,10,4,23.66,0
57756,2023-01-23,2,10,7,36.04,0
45151,2022-02-13,1,8,10,44.22,0
85665,2019-11-19,3,8,1,6.46,0
59347,2021-05-11,2,3,7,12.49,0
91774,2022-02-15,3,10,10,11.13,0
3722,2023-02-16,2,9,9,16.5,1
504,2021-07-09,3,9,1,27.8,0
24561,2020-08-03,3,4,3,19.44,0
68713,2020-05-24,1,3,11,36.63,0
1052,2019-09-22,3,6,13,5.61,0
12003,2023-03-07,2,2,12,41.44,0
88629,2021-09-06,2,7,10,49.65,0
53332,2022-10-24,1,8,3,14.62,0
39313,2020-11-30,2,5,3,21.86,0
13791,2019-11-20,3,6,5,5.11,0
37367,2023-06-17,2,5,2,18.56,0
53061,2019-08-11,2,5,13,11.23,0
71786,2021-06-06,3,8,13,20.88,0
10436,2019-04-08,1,6,8,28.95,1
10881,2021-05-08,3,5,11,49.18,0
70934,2022-12-09,1,7,8,10.47,0
11388,2021-03-17,1,4,11,32.16,0
66579,2023-09-17,1,2,3,11.68,0
67696,2021-05-09,2,3,8,30.85,0
59632,2021-10-29,2,3,5,4.32,1
3088,2023-07-05,1,4,9,49.56,0
81595,2022-01-07,3,6,6,48.84,0
86700,2023-03-04,1,2,2,24.11,0
35137,2022-11-19,2,2,2,44.97,0
90760,2022-11-04,3,5,8,22.39,0
26828,2020-02-17,2,8,9,35.2,0
62831,2020-02-02,3,4,2,4.52,0
32208,2019-09-24,3,2,3,32.8,0
64700,2019-07-05,1,1,6,45.92,0
73946,2020-02-29,2,3,7,28.71,0
90298,2019-03-20,3,3,9,43.52,0
8265,2021-10-05,3,7,5,42.37,1
79590,2023-06-19,1,1,1,34.67,1
84144,2021-11-26,3,10,12,9.4,0
84009,2023-07-22,1,5,5,39.31,0
13888,2020-04-19,2,6,6,34.69,0
40045,2020-09-05,2,5,1,45.23,0
54377,2022-10-02,1,9,6,10.54,0
2193,2019-08-02,2,9,12,29.04,1
43398,2022-01-26,1,7,13,35.17,0
61625,2020-07-20,1,8,12,23.84,0
92764,2019-09-16,3,8,3,33.3,0
41341,2019-11-19,2,9,3,26.45,0
77124,2022-02-03,1,4,9,23.66,0
65758,2020-02-08,2,8,4,35.2,0
52508,2019-02-07,3,6,2,28.75,0
18123,2020-02-21,3,5,11,33.7,0
26229,2019-12-08,2,8,5,10.45,0
1895,2021-11-04,3,4,6,26.03,0
74959,2020-10-16,3,6,4,26.8,0
74575,2022-05-31,2,9,13,43.64,0
45189,2023-09-14,3,5,13,6.08,0
57320,2023-06-30,1,2,12,2.07,1
58838,2023-12-29,2,8,5,19.97,0
2406,2020-12-03,2,3,12,6.93,0
83121,2021-03-06,2,4,8,19.5,0
4010,2019-04-12,1,10,4,8.09,1
99649,2023-10-29,2,2,7,14.97,0
74810,2022-10-28,2,1,13,25.09,0
80929,2022-04-05,3,7,3,2.89,0
63546,2019-11-19,1,1,4,6.05,0
36080,2019-12-31,1,5,11,2.01,0
17620,2021-07-18,2,5,7,20.56,0
71365,2020-04-20,2,7,7,49.98,0
98595,2021-12-20,3,8,13,28.48,0
54408,2019-07-02,3,6,1,12.75,0
43138,2022-09-02,1,9,11,10.1,0
75130,2019-05-21,2,1,2,17.06,0
44327,2023-06-30,3,8,2,20.27,0
92268,2021-09-04,1,8,4,14.17,0
11890,2021-05-03,2,2,9,40.19,1
50801,2021-12-09,1,10,6,36.13,0
37002,2020-10-23,2,6,3,39.3,0
92049,2021-03-10,1,9,6,20.04,0
36704,2021-10-08,1,7,3,48.53,0
63609,2019-12-09,2,2,11,34.37,0
93792,2023-08-01,1,10,11,36.47,0
17142,2023-02-24,1,4,11,44.38,1
22959,2023-11-27,1,9,10,30.0,0
38549,2020-02-03,2,4,3,2.36,0
67928,2023-10-04,2,7,9,2.11,0
58786,2023-12-29,3,3,1,9.64,0
4239,2021-05-13,3,9,2,30.57,0
37907,2020-07-19,2,9,4,38.39,1
79165,2022-09-14,3,10,11,46.85,0
32244,2021-01-09,3,3,12,7.89,0
79863,2021-10-17,1,2,8,2.6,0
97790,2022-06-23,1,7,9,13.42,0
50556,2020-08-18,3,1,4,4.27,0
9168,2020-01-26,1,3,9,18.33,0
17452,2021-09-17,1,4,13,47.04,1
57476,2022-05-28,3,6,12,23.0,0
93187,2023-03-19,2,10,5,7.7,1
48932,2023-05-17,3,9,13,42.97,1
35480,2021-12-25,2,5,9,36.07,0
26578,2022-04-17,1,5,9,11.87,0
22150,2023-06-27,1,4,7,33.42,0
41348,2020-03-28,1,6,3,30.37,1
59055,2019-09-06,3,4,13,14.69,0
56420,2021-04-16,3,10,10,35.82,0
51011,2021-10-25,3,9,10,47.88,0
91030,2019-12-07,3,2,7,11.29,1
59210,2019-04-24,1,8,6,43.47,1
25926,2023-09-30,2,1,5,27.39,0
77962,2023-05-08,2,4,3,3.67,1
28741,2022-12-16,3,6,11,35.73,0
69283,2023-06-21,3,1,8,34.93,0
25465,2019-10-03,1,8,8,24.24,0
64338,2022-06-24,2,4,7,3.13,0
10926,2023-10-21,2,9,11,17.52,0
43629,2022-12-17,1,5,10,15.39,0
37197,2022-08-09,2,10,5,13.4,0
49425,2023-06-17,1,9,2,26.4,1
29388,2021-09-04,3,6,1,24.98,0
80355,2019-05-16,2,1,10,44.9,1
25021,2020-10-22,3,2,9,49.62,0
26996,2021-02-01,1,9,12,3.39,0
89675,2023-10-10,3,10,3,24.46,1
77219,2021-09-18,1,4,9,26.33,0
7130,2023-12-21,2,7,5,33.45,0
52431,2020-12-30,2,8,1,49.12,0
9976,2019-04-24,2,9,7,41.87,0
76436,2022-01-28,3,1,3,23.86,0
95400,2020-09-30,1,4,5,44.7,0
14477,2023-10-26,1,10,8,33.8,0
15432,2023-04-03,1,8,5,6.6,0
95180,2019-10-31,3,9,6,5.77,0
1957,2020-05-19,3,7,9,11.71,0
51136,2020-03-06,3,4,9,20.19,1
96276,2022-07-25,1,10,9,14.32,1
60819,2023-07-21,2,6,13,27.03,0
32487,2020-03-10,1,6,6,8.24,0
82828,2023-01-31,3,2,8,20.43,0
10971,2019-04-03,2,9,8,41.34,0
22172,2023-09-24,1,6,5,41.37,0
27843,2020-04-05,1,5,4,39.37,0
13555,2020-08-31,1,3,7,9.33,0
10785,2022-10-30,2,2,4,12.8,0
53876,2021-07-22,2,1,11,27.3,0
50936,2021-11-30,3,5,7,10.4,0
26890,2019-07-01,3,7,4,38.25,1
9508,2021-09-09,2,6,9,39.46,0
4170,2021-01-10,1,9,6,33.93,0
15864,2021-05-04,3,5,12,9.51,0
5887,2021-01-14,2,6,7,25.55,0
13908,2022-11-15,1,4,5,46.48,0
99838,2021-02-18,2,7,1,10.39,0
86181,2020-05-05,3,9,9,19.05,1
71119,2021-11-12,3,8,1,34.87,0
97719,2019-07-21,3,3,2,31.68,0
50793,2019-10-15,2,8,1,23.19,0
2277,2023-05-23,3,5,4,21.28,0
31634,2022-04-29,2,9,10,46.76,0
4685,2021-08-16,3,6,1,18.11,0
78668,2023-01-03,1,8,8,39.32,1
6560,2021-09-08,1,8,5,6.25,0
36107,2020-11-01,2,8,2,37.92,1
96387,2023-05-25,3,3,8,33.82,0
85448,2020-10-24,1,9,7,47.5,0
94888,2019-01-14,1,3,5,22.18,0
4488,2023-10-12,1,2,6,42.57,0
39703,2023-10-30,1,10,2,16.09,0
5049,2020-04-30,1,10,12,32.23,0
28547,2023-03-21,1,2,6,32.43,0
34284,2021-08-29,3,10,9,16.62,0
81369,2020-09-27,3,4,10,48.75,0
81231,2019-02-02,1,3,2,40.82,0
1551,2019-02-15,3,7,13,46.44,0
44998,2023-01-17,3,7,4,46.31,0
24087,2019-12-28,3,5,7,4.79,0
88357,2020-08-19,2,3,7,36.4,0
48373,2023-04-14,3,6,8,19.72,1
68399,2022-12-20,1,1,2,6.71,0
16305,2019-08-02,1,8,7,37.68,0
14363,2020-12-12,3,3,12,10.9,1
70432,2022-01-25,2,9,13,7.43,0
59520,2020-05-31,2,7,4,42.66,0
46196,2023-09-30,2,3,7,13.49,0
