Date,Campaign_ID,Spend,Impressions,Clicks,Leads
2021-12-22,9,962.78,24067,1507,45
2021-02-15,30,1783.17,6447,946,91
2019-02-12,5,1901.71,8932,59,37
2021-01-16,25,1121.05,28724,564,61
2023-07-25,7,1672.22,30389,897,8
2020-08-30,5,1644.54,18818,704,80
2019-11-17,14,1162.93,45862,51,63
2022-05-11,10,1418.62,9465,476,23
2019-07-11,12,421.51,31563,1179,8
2020-10-18,13,112.09,4056,1538,80
2019-09-12,27,807.38,1981,1720,25
2023-12-24,4,343.75,40002,1843,31
2019-03-16,17,1195.14,29960,1106,37
2023-01-31,17,528.69,36486,803,17
2020-07-04,8,1397.36,48307,1886,76
2021-01-01,27,293.73,8846,1002,55
2020-12-08,12,1558.78,21491,201,52
2021-11-16,30,1263.45,30311,1962,89
2020-03-23,11,231.93,1175,971,5
2019-06-27,21,200.9,32526,135,48
2023-12-21,7,1039.94,14426,171,59
2022-11-14,4,215.76,42121,724,4
2019-06-22,19,1708.52,26281,1530,6
2019-01-08,9,1347.15,12011,1241,25
2023-12-16,23,1162.78,23752,1218,58
2019-11-19,20,1398.7,22343,1238,1
2020-03-12,17,449.38,46472,555,65
2021-08-13,21,572.62,23554,1591,74
2023-01-04,11,1112.27,34923,385,46
2022-10-08,11,804.91,8919,1638,50
2023-03-15,19,260.79,32385,82,84
2020-02-11,4,1474.36,7200,1696,17
2021-03-23,16,1156.93,15462,1069,54
2022-05-01,22,1065.13,26441,1001,45
2023-11-20,18,402.21,40884,658,43
2021-02-23,7,1734.91,16598,766,44
2023-02-11,17,1472.46,9388,910,36
2020-05-13,2,637.67,34285,648,64
2020-09-16,20,208.98,20251,830,46
2023-08-31,11,845.57,9383,745,68
2022-03-01,7,671.0,35538,1864,81
2023-03-08,18,1595.41,9275,1309,21
2021-08-12,20,380.02,9075,431,54
2021-10-09,26,160.87,9408,624,2
2020-05-28,9,136.57,39451,1932,0
2022-11-25,23,758.87,13785,838,13
2021-02-13,19,1217.95,7924,151,0
2023-12-22,26,862.56,7837,439,67
2019-11-21,8,602.51,23174,998,88
2020-10-31,28,1019.35,28391,510,1
2023-11-23,6,1792.05,6178,85,28
2020-11-27,19,332.51,28450,464,31
2019-12-06,20,374.64,37537,1776,44
2023-06-16,29,1668.8,40557,1764,91
2022-06-28,15,1739.2,25430,478,24
2021-06-03,14,1522.56,48734,356,36
2022-05-03,14,218.36,26672,706,78
2020-02-27,28,1269.63,14887,1580,20
2021-03-12,19,1978.48,24430,764,2
2022-11-30,18,1167.27,11560,1576,51
2023-02-14,24,1457.78,42561,1827,54
2022-01-10,9,550.25,21579,1574,54
2022-02-04,26,115.54,7438,947,21
2021-10-28,7,1464.75,17540,423,64
2019-09-09,4,1741.3,29833,1712,76
2021-12-05,30,1812.98,22776,277,1
2022-11-25,1,1856.64,24530,553,36
2022-07-03,16,969.49,48120,362,13
2022-10-06,3,274.78,12768,1485,34
2019-12-04,29,1874.46,43229,1372,4
2021-08-28,26,1965.39,33409,87,76
2020-10-22,19,671.11,15085,718,78
2023-06-03,12,750.57,12768,165,50
2023-01-16,22,579.65,43918,417,75
2022-12-14,28,1605.32,7981,224,75
2021-01-07,28,146.68,45318,605,29
2019-10-29,6,142.8,46895,692,10
2022-09-01,18,1791.74,28457,1605,63
2022-01-07,20,536.9,18900,1825,63
2020-11-01,19,1525.65,22958,1743,68
2023-06-03,7,641.83,37973,358,19
2021-09-18,18,1496.31,43181,1583,46
2022-03-11,28,1184.49,18775,1344,17
2019-04-19,12,542.97,2085,1618,27
2022-11-12,18,1983.11,24299,1922,7
2020-11-21,1,1348.66,40931,284,39
2019-06-26,3,1060.21,48379,588,17
2023-06-07,25,1072.3,3714,1010,25
2023-02-27,26,1860.53,37766,1320,93
2020-09-01,4,513.78,36985,1465,58
2023-11-27,15,1983.69,26501,558,84
2019-04-13,3,1771.12,47636,1361,82
2021-06-03,15,1310.97,22819,1134,1
2019-10-05,18,939.02,35447,558,92
2021-03-25,2,1479.65,25272,811,14
2023-03-13,13,1512.74,18588,583,85
2023-06-24,14,1406.91,39567,1237,23
2023-09-08,19,1580.54,17018,1627,32
2021-03-27,6,1191.62,8520,156,2
2020-06-05,17,519.06,12932,1556,57
2020-07-31,26,411.11,27233,764,66
2020-05-23,19,1150.78,9528,1538,47
2022-10-08,13,1200.17,1225,326,12
2019-04-07,26,608.28,24563,1824,85
2023-10-17,15,1750.62,33290,318,36
2019-03-05,2,1656.04,24971,625,22
2020-03-16,30,187.34,29865,1801,34
2019-05-19,20,1831.63,36532,1238,37
2020-03-15,26,1463.84,15199,1091,80
2022-08-31,11,586.87,9420,1243,93
2019-01-07,18,643.52,16751,1207,65
2023-01-01,25,1820.6,3703,1926,91
2023-05-17,5,137.16,42025,1017,61
2020-06-22,23,1111.98,33625,106,94
2020-03-07,18,1266.56,40893,67,42
2020-08-16,23,1675.27,31039,293,59
2020-05-24,7,1765.93,28224,866,99
2019-02-14,14,1502.02,1229,899,59
2020-04-19,28,1466.42,30306,1224,19
2023-02-07,10,1883.44,18429,454,15
2020-05-09,6,881.71,26386,659,52
2021-07-21,6,1124.61,17209,550,12
2020-11-12,16,1962.4,45226,1525,0
2019-11-15,27,1105.16,46394,413,8
2020-10-11,27,1555.52,31793,1628,38
2019-05-09,23,1243.05,21841,1807,40
2020-09-08,13,352.32,6670,510,17
2019-07-21,6,165.52,31867,1030,87
2019-09-03,10,1810.93,25821,1670,7
2021-05-13,10,1945.49,34823,941,48
2020-10-14,9,519.21,43470,424,27
2019-08-13,11,1547.78,28447,436,51
2020-12-16,14,791.77,28659,1760,28
2021-09-10,10,1534.74,44409,327,8
2020-11-07,24,1606.82,24358,836,23
2021-03-22,30,1475.53,3854,1844,58
2021-01-12,2,491.95,4914,1994,73
2022-12-21,24,944.57,13028,626,26
2023-03-01,17,271.11,33017,342,47
2019-09-27,15,630.89,1153,1384,82
2023-10-11,25,1036.58,29616,443,10
2022-01-29,13,479.88,26667,422,53
2021-06-03,8,354.91,19946,422,78
2020-02-06,1,1223.64,30561,1853,92
2023-04-18,15,1365.21,28566,183,54
2023-09-21,16,339.22,18446,1902,46
2023-05-09,29,1623.31,1544,1156,33
2023-03-14,16,365.14,32198,1963,84
2019-07-07,26,1411.92,5099,235,89
2023-05-01,18,1508.18,27902,317,59
2019-06-08,6,852.23,4300,416,24
2022-09-04,18,1906.82,2970,1234,9
2021-10-21,1,253.51,43660,752,17
2023-06-07,9,247.05,37214,653,9
2021-11-24,24,354.0,18161,1674,21
2020-10-18,5,1834.46,39920,1750,13
2020-01-14,3,780.51,5676,1198,9
2019-11-28,7,845.37,32864,175,24
2019-11-04,11,1013.79,23956,1223,10
2020-10-01,22,1520.26,34729,1685,52
2021-08-22,28,467.02,30280,1192,68
2019-08-27,21,192.08,18579,1317,30
2022-09-17,7,1953.33,34643,1332,39
2022-02-06,27,1319.77,20819,911,73
2020-04-21,1,626.07,18280,257,37
2022-11-11,25,1185.23,16523,401,34
2022-12-13,19,593.27,38011,1099,46
2021-10-30,7,498.19,18655,467,70
2020-03-27,1,564.46,11310,720,51
2021-11-24,1,340.41,13132,1371,28
2023-03-27,14,476.21,35568,1500,20
2023-10-01,21,476.41,14570,1646,8
2019-08-30,19,1310.23,40887,1546,49
2019-05-07,17,1507.63,8656,1104,32
2022-08-19,17,651.17,30481,1520,7
2019-12-22,9,1752.18,12987,931,81
2021-02-19,14,383.1,45763,924,55
2021-10-16,28,1654.11,3136,810,79
2022-12-05,8,877.19,8813,162,92
2020-01-03,7,920.22,19011,959,4
2020-07-09,26,943.63,32077,377,20
2021-05-02,23,1653.45,12556,624,89
2021-08-05,22,273.89,20908,272,70
2022-07-05,16,1727.29,38290,1424,85
2020-02-27,2,1088.04,33045,1789,82
2020-02-18,12,184.65,39217,1649,65
2020-12-05,25,744.42,28353,1910,67
2019-03-01,10,188.55,3067,146,17
2019-04-04,7,846.37,20776,658,9
2023-07-13,20,937.01,49591,427,96
2023-08-29,23,1025.91,20969,729,19
2023-06-18,6,1647.78,37928,1853,86
2022-04-12,16,1501.55,22104,1463,87
2021-03-10,24,963.25,41002,1354,34
2023-09-10,9,1210.7,14884,694,41
2022-04-10,25,837.32,14689,1183,14
2021-07-07,27,1929.93,19603,1245,89
2023-11-17,17,570.54,25412,141,83
2020-02-15,17,1728.82,5904,1113,97
2019-02-28,1,201.26,31051,1483,76
2019-04-08,16,1837.93,36627,951,81
2022-11-27,11,1158.37,32929,1034,21
2021-08-14,20,937.4,31468,1211,97
2022-05-08,16,667.18,16354,1617,72
2023-02-27,1,1955.04,36892,911,14
2019-10-14,27,873.85,24595,382,42
2020-05-05,20,972.45,34981,1764,63
2022-07-25,17,1013.38,13131,516,30
2022-11-04,28,714.85,42012,589,23
2023-05-31,17,1286.95,35476,1783,1
2020-10-25,3,1393.5,36907,1356,47
2020-12-19,8,409.72,21499,988,45
2019-09-18,6,1301.04,11700,1787,57
2020-04-06,20,1253.53,49802,1651,61
2020-08-19,24,483.66,49569,271,44
2022-08-30,29,917.9,17239,413,51
2021-06-14,24,1528.58,19051,1377,76
2023-09-15,19,1836.87,39613,160,45
2022-08-04,18,295.58,39734,742,38
2023-08-22,9,1236.23,27222,1619,83
2019-02-21,28,1713.52,48696,1408,87
2020-07-11,10,1464.59,21481,639,12
2020-08-25,9,527.93,19945,183,28
2022-11-22,3,724.62,32465,735,15
2020-07-17,17,955.63,17004,1267,72
2019-12-24,19,1732.15,19314,1106,80
2019-04-03,11,1295.59,44864,1675,48
2020-10-16,8,732.45,23641,958,11
2023-10-18,6,1471.71,37476,276,80
2019-07-19,1,1806.32,17023,960,23
2022-01-07,5,781.11,45580,785,5
2021-04-05,2,635.51,14303,1042,79
2022-09-17,22,1487.38,39917,284,95
2020-03-27,3,1809.1,16497,406,54
2021-08-10,19,175.52,49887,1796,47
2020-10-11,17,1739.16,49992,1851,91
2023-09-11,18,1918.73,6707,1429,27
2022-06-24,19,1008.95,37695,732,37
2023-06-09,28,609.9,48891,350,50
2023-05-09,24,747.7,33037,905,85
2022-07-24,18,145.51,2844,157,44
2020-07-16,7,1592.9,31132,999,25
2023-01-18,23,797.63,45369,1198,71
2022-06-25,6,581.57,26441,211,74
2021-04-27,16,764.49,29658,413,49
2019-11-16,18,1731.68,24390,475,56
2021-05-19,18,834.3,43398,517,63
2019-02-27,7,949.0,3160,1532,73
2021-05-05,16,531.72,3100,586,98
2021-05-31,18,1003.08,40639,1400,40
2020-09-13,12,625.95,49227,1318,11
2021-03-09,27,473.14,36576,1944,10
2023-04-13,11,773.31,24801,482,9
2020-02-28,30,445.31,14344,1013,19
2022-09-12,4,198.25,30651,649,0
2019-03-22,25,1459.99,4210,1893,27
2020-09-15,4,723.99,12528,558,73
2019-08-04,19,1291.7,29862,729,91
2020-01-18,11,1747.7,2641,718,32
2023-09-30,8,227.2,48641,293,13
2023-05-02,16,929.62,31172,155,17
2021-11-10,24,881.23,10969,561,30
2023-11-25,28,178.48,41621,494,62
2022-03-18,16,1020.49,39271,1544,51
2021-05-24,13,222.97,14650,430,61
2023-06-23,11,707.11,44650,158,34
2019-05-10,9,630.08,46216,401,96
2021-07-09,3,1118.55,26592,1542,60
2022-08-28,30,779.63,5148,1883,50
2020-10-01,24,901.61,16163,204,38
2022-06-14,7,1838.21,46023,646,63
2022-03-25,29,311.04,49122,703,36
2023-10-08,26,238.27,33005,130,11
2023-06-15,25,1327.4,42617,1301,15
2022-05-20,17,612.78,48838,1843,59
2022-04-30,7,1126.19,47721,1509,71
2022-10-12,14,475.81,12394,330,57
2022-12-09,2,222.01,35754,1585,94
2020-10-19,22,1098.83,8262,1673,40
2022-06-26,16,1554.51,27227,1432,79
2021-02-03,12,374.84,30486,231,3
2023-10-28,17,1471.01,13284,904,49
2021-11-27,3,610.12,29771,414,94
2019-06-10,1,1837.34,16451,458,37
2019-02-03,3,623.61,9986,1178,59
2022-09-16,11,987.16,33994,1797,52
2019-06-22,5,721.66,24801,57,45
2021-05-20,2,506.12,37277,1224,73
2023-04-27,19,1458.22,18634,1213,27
2023-08-28,8,1259.38,23583,1192,19
2019-01-05,30,1371.65,16425,1612,18
2021-04-21,2,1358.86,28524,525,74
2023-09-29,25,1927.52,46803,1385,85
2019-12-09,13,243.39,13419,1670,93
2021-07-30,6,1802.5,35065,490,40
2023-04-07,13,1628.52,25783,387,19
2022-08-08,4,1421.05,37642,697,22
2022-10-27,30,143.1,41511,1716,55
2021-10-18,24,176.81,2641,1403,86
2019-05-03,9,1740.92,42972,254,65
2021-05-06,28,1052.45,14324,1082,15
2023-05-21,6,1409.62,9646,430,13
2022-03-14,19,781.81,25451,1023,75
2020-06-22,30,1031.05,36272,1920,5
2020-02-02,19,629.15,7165,1334,91
2021-10-07,26,1812.74,10423,850,63
2023-01-02,10,1283.65,22727,1136,2
2019-04-14,23,1571.98,5298,1183,65
2020-10-11,14,1667.19,39453,797,22
2022-05-22,3,1907.81,8885,729,34
2019-08-21,18,165.19,4337,221,71
2019-12-25,10,1236.55,12900,927,91
2019-08-27,23,1200.86,7673,334,12
2020-09-17,4,1766.41,20511,1307,31
2020-10-19,8,251.23,24672,1009,95
2021-09-15,8,1508.65,9833,617,46
2020-07-31,24,1444.27,10172,1760,12
2022-04-19,25,734.67,16487,128,3
2019-04-25,26,258.44,28417,1100,97
2022-06-19,19,1270.31,32234,357,0
2020-08-07,22,755.08,4200,468,39
2023-02-21,20,1601.91,5373,597,46
2022-12-15,6,258.68,20357,1116,94
2021-04-21,10,1419.15,20630,1459,9
2020-03-25,16,969.66,34626,1729,33
2021-12-18,16,163.23,31329,1961,99
2020-10-12,3,1961.83,15429,1152,87
2023-09-19,17,712.62,34976,751,33
2022-09-06,3,465.6,15277,1159,43
2021-03-23,18,378.72,8850,57,51
2021-02-19,28,505.12,9357,659,55
2023-08-09,28,856.48,11714,1649,1
2023-04-10,20,1706.99,36214,1840,92
2023-08-10,5,1258.84,46330,723,66
2022-10-18,22,1623.87,46720,1604,89
2019-12-06,28,123.49,11529,1409,34
2021-06-01,18,1987.71,13882,670,40
2021-04-04,18,1149.46,4718,695,43
2020-12-15,12,239.06,32623,912,76
2020-01-12,21,808.76,3974,641,43
2021-03-14,17,903.27,28789,131,22
2023-02-10,5,1673.84,25727,1877,53
2022-11-25,30,896.95,8107,66,46
2022-02-24,29,1863.94,10468,844,70
2020-03-01,16,1509.75,13994,259,85
2021-01-29,20,981.67,15308,235,1
2023-08-16,28,981.86,29224,1154,42
2019-01-14,23,515.08,39866,1109,15
2021-07-03,10,1047.84,43397,1049,77
2023-04-21,30,164.74,14121,1459,68
2022-10-23,1,1675.17,16729,1956,50
2020-09-23,30,911.73,15504,1892,10
2021-12-30,20,1955.85,39540,1784,78
2019-12-23,11,458.95,27410,1747,81
2023-11-11,10,1409.7,25675,268,31
2019-05-21,18,1214.74,36060,899,34
2020-03-20,14,1521.57,4784,1888,45
2020-01-06,9,1598.28,2437,1589,94
2019-12-06,27,1570.73,23586,428,97
2021-09-20,17,1845.23,38824,539,48
2022-06-07,17,1077.58,17960,1036,63
2023-12-26,27,1229.06,13710,1540,65
2023-05-19,14,643.16,43277,681,58
2019-10-04,2,700.63,36841,1867,51
2023-11-12,6,1676.04,11194,801,65
2020-08-28,12,516.99,44675,529,64
2019-06-20,5,195.02,6023,1960,41
2019-12-11,20,1409.7,7348,1460,59
2021-09-02,7,1820.95,34276,1079,88
2022-04-26,20,1673.28,7402,1705,44
2019-05-31,3,1647.99,13498,1653,65
2021-10-21,18,1986.64,39558,1365,79
2021-12-07,5,1523.52,21564,1410,60
2020-01-29,18,758.1,19885,109,92
2019-08-15,19,320.02,47577,1133,28
2021-06-14,13,498.14,18379,886,94
2021-06-08,28,1214.65,37516,386,58
2022-02-10,10,1020.59,36221,312,70
2019-12-19,30,415.55,35614,498,85
2020-09-05,10,772.41,1749,104,93
2022-02-05,4,1728.49,18870,1612,78
2022-08-21,14,627.11,47961,1890,80
2020-01-01,16,130.53,9404,1949,6
2019-10-05,11,359.75,46146,1366,56
2019-12-15,13,1556.63,40938,492,87
2023-02-18,17,1762.74,8490,1978,32
2020-07-05,10,758.38,40026,693,17
2021-12-08,27,1970.0,21983,1413,55
2020-04-28,22,1686.83,1957,628,47
2019-07-22,13,692.64,41878,494,94
2021-06-13,12,497.57,44896,996,97
2020-06-05,4,1780.29,23314,1535,32
2022-06-01,21,703.19,23791,847,4
2020-06-29,6,944.4,15158,1768,7
2021-03-24,22,1064.16,48933,363,76
2021-01-17,5,1578.51,36131,1515,14
2022-03-26,14,1814.24,38323,1420,97
2022-09-14,29,143.3,35020,1879,64
2020-05-28,16,130.19,47978,1938,36
2021-09-08,19,284.06,5815,1250,71
2022-03-21,4,1265.85,39914,276,24
2022-07-24,14,1812.33,48151,356,42
2020-05-23,18,1591.01,3886,65,74
2020-01-16,4,1149.18,10214,1831,68
2020-11-20,9,495.69,19445,1440,23
2021-08-26,16,1729.22,12210,383,11
2023-03-15,14,1564.63,32951,1109,96
2023-07-19,17,783.97,28472,1170,67
2022-11-09,25,294.45,39854,935,26
2022-02-27,17,1642.97,21816,1861,93
2023-10-15,6,1406.87,49286,1140,33
2019-01-18,23,223.08,6944,1759,9
2023-11-03,13,675.69,7884,1069,1
2020-09-22,15,252.35,41196,1268,35
2020-02-26,12,337.23,14337,162,93
2019-03-04,18,1253.45,20232,473,43
2020-06-20,27,298.15,46848,62,18
2023-09-14,22,1949.85,16558,945,9
2021-06-05,4,671.71,15915,931,18
2020-11-01,3,107.61,33144,901,83
2022-01-22,5,1700.0,41095,284,30
2021-05-29,17,184.1,23115,1741,67
2022-08-14,24,1393.45,47166,166,1
2019-08-10,26,1135.15,30885,1642,34
2022-07-26,3,840.83,21019,1734,93
2022-07-22,26,699.3,15766,1694,17
2020-05-19,13,403.75,1154,1532,82
2021-04-03,5,1421.6,33279,1687,92
2020-01-05,12,279.46,5052,1428,83
2019-01-15,11,1931.04,4558,1611,36
2023-10-24,4,150.69,8422,1209,78
2021-08-27,15,1016.6,20088,1020,49
2019-05-08,13,362.3,39268,609,21
2020-03-10,16,626.53,16889,518,76
2021-06-24,16,152.98,30698,94,2
2020-08-08,4,1733.66,1780,405,59
2019-02-17,16,1195.56,10590,987,3
2020-10-30,15,1605.67,37752,140,69
2021-03-07,15,534.15,21630,536,25
2019-09-14,16,409.4,37621,1070,57
2020-01-08,19,1935.95,11995,1744,59
2020-01-21,13,702.71,35870,1844,58
2022-07-19,13,573.99,41115,768,21
2021-03-21,16,1981.45,42034,1092,74
2020-02-20,29,1332.23,12444,1088,91
2023-10-29,11,1619.19,10541,1232,21
2022-06-04,18,1774.14,6550,1151,96
2019-11-03,23,808.43,1985,1501,74
2022-09-07,24,1084.8,27131,537,6
2021-11-24,27,1009.12,43279,1870,31
2022-08-16,6,682.64,46395,1752,43
2021-03-30,20,778.09,15075,192,99
2022-12-28,25,1587.21,29375,1834,26
2022-03-26,11,780.86,10380,1686,63
2020-02-12,13,1611.51,26675,538,85
2022-08-26,6,1993.95,46279,1616,2
2023-07-22,3,813.72,44050,1272,36
2020-08-09,27,1137.07,11635,416,49
2020-11-04,14,1756.64,18100,119,47
2023-09-30,15,115.5,45379,1989,35
2019-10-08,8,1661.4,21253,155,13
2023-01-24,27,608.56,34710,731,71
2023-09-19,26,1814.55,21689,1233,38
2021-01-10,8,1493.17,46177,1913,52
2020-10-01,19,732.67,30640,769,39
2020-12-24,15,857.5,37854,312,79
2019-05-03,26,424.54,33325,1744,12
2023-10-10,9,443.99,21017,1837,98
2019-06-22,26,629.92,9548,1650,75
2019-02-06,4,1993.08,6950,88,38
2020-04-09,10,135.79,6426,468,29
2019-08-13,7,367.89,49341,1075,42
2019-11-11,19,997.82,4918,1986,10
2019-11-21,27,341.91,43426,519,83
2020-10-28,13,783.0,6624,1757,87
2023-12-16,1,1357.4,17698,709,5
2022-04-17,9,897.59,42069,167,68
2021-07-22,24,181.16,26061,736,63
2019-07-11,13,1494.55,43408,554,14
2023-09-21,14,1558.66,25312,615,91
2019-09-15,14,915.72,46377,1034,48
2022-05-13,19,1641.9,30666,1800,89
2022-01-20,13,863.58,41425,1386,61
2023-01-14,22,1712.14,46221,135,78
2020-01-24,15,783.55,10573,164,57
2021-04-12,28,120.33,14256,1023,62
2022-12-22,1,1228.55,38695,372,56
2021-06-26,28,1607.66,49351,1587,16
2021-07-03,16,883.04,32925,535,71
2022-12-25,21,1842.96,38204,1247,8
2019-11-26,3,461.66,14137,1640,49
2023-10-06,18,1468.41,31297,1265,26
2020-07-16,19,1098.06,48757,1014,93
2023-07-27,26,801.65,7586,476,85
2021-11-06,6,834.4,30470,326,29
2023-10-22,17,1923.18,8644,1168,78
2020-05-27,16,1932.47,19608,965,21
2020-03-18,6,1575.2,10247,680,22
2022-03-04,26,1742.59,9856,837,69
2022-02-04,25,717.51,48579,528,46
2020-09-18,8,1877.11,37201,471,21
2019-03-20,24,159.86,40005,1548,96
2023-01-30,17,268.14,14646,380,6
2021-01-17,17,1760.99,47812,1244,71
2020-11-25,30,981.05,17543,528,99
2019-10-31,19,1350.49,7338,328,66
2023-01-08,27,1069.8,27856,424,55
2019-10-28,21,1178.66,34031,725,61
2021-01-18,15,1176.86,14166,297,8
2019-05-28,23,140.99,32213,996,82
2021-06-26,8,649.55,12158,1845,76
2022-09-11,1,1546.39,7907,149,10
2019-04-02,10,1175.42,19336,1495,50
2022-07-28,8,192.28,12587,614,10
2019-11-27,17,1272.59,22115,485,83
2020-04-20,2,1533.15,31701,875,78
2023-02-14,9,1729.6,38119,1128,42
2020-10-19,6,698.58,36767,564,11
2023-09-27,1,674.67,33023,452,13
2023-10-26,7,1985.2,49287,71,49
2023-05-30,11,215.07,30516,1029,14
2019-03-18,14,606.5,21822,58,5
2021-12-08,5,1567.22,49439,422,84
2019-02-07,4,1160.36,46875,1851,31
2022-12-01,8,1871.93,23274,881,73
2023-04-23,11,1957.63,44083,1728,48
2021-03-26,8,1824.11,2493,743,6
2020-10-06,28,877.32,25647,1225,1
2021-08-16,21,236.52,37515,1903,57
2022-09-25,12,1648.88,31833,517,48
2021-02-02,20,1959.45,11800,494,88
2021-09-27,1,372.55,19759,332,92
2021-01-04,18,315.82,40983,1330,17
2022-06-30,13,1373.03,12102,528,58
2022-05-16,4,436.65,21081,277,34
2021-05-17,12,1336.27,35298,897,55
2019-12-09,1,1785.95,45271,245,42
2019-06-16,24,1516.79,45522,182,26
2020-01-27,3,1557.52,32156,1996,40
2019-12-21,11,484.2,44851,833,34
2021-04-26,19,1016.83,47390,107,79
2020-08-23,2,1945.32,5570,350,55
2022-06-10,7,1394.49,46948,924,16
2020-07-06,1,1818.25,42255,891,66
2019-07-29,7,919.04,23171,362,38
2020-01-20,28,757.69,3648,1799,20
2022-06-02,27,1920.8,46170,1262,4
2023-01-30,7,796.64,48027,198,33
2021-12-16,3,1841.66,8536,98,86
2022-12-23,14,1876.5,40347,1270,27
2022-05-23,6,1665.42,1629,1146,87
2023-04-24,15,1313.25,12906,1838,84
2023-11-10,24,1557.58,5996,84,98
2022-11-25,22,1413.99,5689,117,98
2023-03-19,15,1390.93,40993,1045,84
2021-05-20,30,212.99,30156,928,71
2019-11-25,16,1303.28,47570,572,96
2019-03-13,30,682.85,13561,1523,36
2021-11-25,16,1337.5,4056,712,87
2021-06-19,5,216.31,21732,254,35
2019-01-07,25,634.83,20778,113,66
2019-10-21,30,723.56,49735,440,78
2023-01-23,7,1735.09,21248,1292,94
2023-05-26,23,116.49,15049,874,42
2019-05-11,15,1920.13,18978,996,36
2019-08-23,28,1757.95,20966,990,56
2019-09-26,18,553.74,43821,1108,29
2020-06-18,6,418.95,5529,426,24
2020-02-09,16,1414.95,45358,954,39
2019-11-24,22,1787.23,35422,1880,85
2022-08-24,25,770.19,8215,1542,15
2023-04-17,11,1007.98,17495,984,16
2023-02-20,29,1710.19,20243,77,64
2020-11-01,7,1468.83,43855,1703,49
2023-08-05,10,184.93,25753,1721,3
2022-08-15,15,921.4,48481,1673,43
2021-08-19,28,1972.73,32681,1159,74
2019-08-01,23,1290.0,28484,1801,35
2022-09-19,7,270.33,46278,611,76
2021-08-04,19,1861.57,15354,129,65
2019-06-15,22,220.63,39506,1002,17
2019-04-10,24,534.94,40476,1455,85
2021-12-09,3,996.29,46860,1058,79
2023-11-08,17,1550.96,35277,636,45
2021-03-06,8,1968.61,2478,1764,0
2022-02-11,2,1980.64,27240,603,28
2022-07-16,12,1639.5,16362,1521,83
2022-01-19,28,613.0,27834,694,19
2019-12-07,7,601.77,15412,1725,18
2022-01-29,23,1251.43,26217,1398,76
2020-02-05,16,434.22,13414,104,99
2023-07-02,1,543.77,32031,133,62
2020-06-18,23,1333.69,47018,1582,36
2021-07-10,12,1519.17,17405,1474,52
2019-06-29,8,797.24,5105,1385,26
2023-04-30,11,734.95,39937,700,75
2022-07-30,13,538.9,2835,181,52
2020-01-09,17,1006.76,36422,1282,99
2023-05-26,26,1768.65,2530,918,72
2020-10-11,22,235.12,45765,104,80
2021-05-22,23,568.97,47544,896,8
2019-05-22,10,892.3,5121,1329,81
2020-03-27,21,1795.23,18945,731,21
2023-07-11,30,1047.25,26837,1141,55
2022-12-27,1,1479.32,22504,1737,26
2022-10-28,9,1780.13,34933,237,12
2023-10-16,15,879.23,47738,1143,45
2019-10-28,4,1818.02,32064,1509,62
2019-02-15,1,485.62,18750,309,33
2019-11-22,20,341.26,37386,1434,26
2022-07-13,11,1700.01,27729,854,79
2022-02-28,8,1562.45,33183,402,89
2021-02-21,1,801.37,43585,1816,89
2022-12-23,21,114.9,33135,1611,70
2021-02-08,14,1401.94,28650,1144,0
2021-05-29,15,1160.62,26165,1942,64
2020-11-19,3,674.37,8119,1173,25
2023-10-02,11,1968.88,20870,564,51
2019-07-09,7,591.34,5192,861,33
2023-09-15,12,888.6,32884,320,10
2022-01-30,3,746.22,16467,624,69
2020-10-27,24,116.29,37867,195,75
2019-01-13,3,691.32,21577,1017,62
2019-02-15,25,1196.67,12206,1659,93
2021-04-10,1,383.08,47338,862,51
2019-07-31,9,242.37,22207,555,60
2019-01-21,8,1486.29,7628,1388,80
2020-04-01,4,1302.81,11191,776,93
2023-08-19,1,928.7,2230,1544,2
2019-05-09,28,1808.44,11011,1897,50
2023-02-28,5,1953.12,3324,283,49
2020-07-22,29,1787.88,26764,502,78
2021-07-09,15,1277.54,22828,1883,68
2023-07-24,7,1556.41,31830,839,75
2019-11-29,2,981.76,43195,1224,24
2023-09-28,3,1342.34,9574,354,23
2022-09-07,11,1077.12,47026,1359,78
2020-08-17,2,1441.55,45128,697,18
2023-03-21,5,672.87,46969,1504,64
2020-12-20,17,1390.17,29998,1555,30
2019-03-11,12,130.91,7543,1323,45
2020-07-11,26,447.74,36163,780,8
2020-10-26,16,933.8,11605,1431,16
2022-01-11,24,850.15,22635,433,33
2019-02-14,26,806.73,13544,1903,66
2022-03-15,11,1677.9,25251,1957,27
2021-01-13,10,575.69,45062,1582,96
2023-05-02,27,1167.1,6401,680,82
2023-02-16,20,1967.05,27100,119,78
2022-01-22,9,710.65,1062,1383,95
2022-08-08,21,359.47,32646,110,96
2022-08-11,25,1145.68,30013,898,99
2023-06-26,12,1584.12,20680,328,64
2022-04-15,20,1562.89,10328,1255,84
2022-03-13,1,917.1,7426,1991,42
2020-02-17,27,1053.4,14385,735,29
2020-07-23,15,868.1,11640,1352,32
2019-09-21,6,1045.11,1760,445,71
2020-02-23,23,1659.34,27541,636,39
2020-06-16,24,665.71,21212,1559,78
2021-05-04,5,1334.5,15514,1636,38
2019-12-22,4,1353.88,21182,1844,43
2020-03-30,14,456.82,25979,1112,43
2019-04-27,24,1612.49,34749,1959,17
2023-02-02,4,1046.8,4153,243,0
